show_id,tipo,titulo,director,elenco,anio,clasificacion,duracion,listado_en,plataforma
s9113,Movie,Rugrats Go Wild,"John Eng, Norton Virgien","Elizabeth Daily, Nancy Cartwright, Kath Soucie, Dionne Quan, Cheryl Chase, Tim Curry, Joe Alaskey, Tress MacNeille, Michael Bell, Melanie Chartoff, Julia Kato, Phil Proctor, Jack Riley, Tara Strong, Cree Summer, Danielle Harris, Jodi Carlisle, Lacey Chabert, Flea, Tom Kane, Bruce Willis, Tony Jay, Ethan Phillips, Chrissie Hynde, Gabriela Willer",2003,PG,81,Animation,amazon
s9114,Movie,Rolling Thunder,"P. J. Pesce, Ralph Hemecker","William Devane, Tommy Lee Jones, Linda Haynes, James Best",1996,18+,90,"Action, Comedy, Drama",amazon
s9115,Movie,Rival,Marcus Lenz,"Yelizar Nazarenko, Maria Bruni, Udo Samel",2020,18+,92,"Drama, Suspense",amazon
s9116,Movie,Resident Evil: Retribution (4K UHD),Paul W.S. Anderson,"Ave Merson-O'Brian, Milla Jovovich, Michelle Rodriguez, Sally Cahill, Kevin Durand, Sienna Guillory, Shawn Roberts, Aryana Engineer, Colin Salmon, Johann Urb, Boris Kodjoe, Li Bingbing",2012,R,96,"Action, Horror, Science Fiction",amazon
s9117,Movie,Resident Evil: Retribution,Paul W.S. Anderson,"Ave Merson-O'Brian, Milla Jovovich, Michelle Rodriguez, Sally Cahill, Kevin Durand, Sienna Guillory, Shawn Roberts, Aryana Engineer, Colin Salmon, Johann Urb, Boris Kodjoe, Li Bingbing",2012,R,96,"Action, Science Fiction",amazon
s9118,Movie,Ratter,Branden Kramer,"Ashley Benson, Matt McGorry, Kaili Vernoff",2016,R,80,"Drama, Suspense",amazon
s9119,Movie,Raising Arizona,"Joel Coen,  Ethan Coen","Nicolas Cage, Holly Hunter, Trey Wilson",1987,PG-13,94,Comedy,amazon
s9120,Movie,Pumpkin,"Adam Larson Broder, Tony R. Abrams","Christina Ricci, Hank Harris, Brenda Blethyn, Dominique Swain, Marisa Coughlan, Sam Ball, Harry Lennix, Nina Foch",2002,R,118,"Comedy, Drama",amazon
s9121,Movie,Prisoners of the Sun,Roger Christian,"John Rhys-Davies, David Charvet, Carmen Chaplin",2014,16+,88,"Action, Horror",amazon
s9122,Movie,Possession: The Ingloda Within,Brian Targett,"Lauren Davish, Rachel Worrell",2013,13+,100,"Horror, Suspense",amazon
s9124,Movie,Play or Die,Jacques Kluger,"Charley Palmer, Roxane Mesquida, Marie Zabukovec, Thomas Mustin, Igor Van Dessel",2019,16+,89,"Horror, Suspense",amazon
s9125,Movie,Play,Philip Koch,"Emma Bading, Oliver Masucci, Victoria Mayer, Jonas Hämmerle, Ulrike C. Tscharre, Anna Jung",2019,13+,89,Drama,amazon
s9126,Movie,Pitruroon,Nitish Bhardwaj,"Sachin Khedekar, Tanuja, Suhas Joshi, Poorvi Bhave, Omkar Kulkarni",2013,ALL,105,Drama,amazon
s9127,Movie,Pinky Moge Wali 2,Kapil Batra,"Gurneet Dosanjh, Neha Malik, Jimmy Sharma",2021,13+,121,"Drama, Romance",amazon
s9130,Movie,Pack Train,George Archainbaud,"Gene Autry, Champion, Gail Davis",1953,13+,57,Western,amazon
s9131,Movie,Ouija Japan,Masaya Kato,"Ariel Sekiya, Miharu Chiba, Eigi Kodaka",2021,18+,78,Horror,amazon
s9132,Movie,One More Flip,Jeffrey Brown,"StreetLord Rook, Mena Monroe, Sada Baby, Tonya Hawkins, Elizbeth Foxx, Tristin Fazekas, Christopher Collins, Kaamel Hasaun, Dariss Bass, Kristin Clarke",2021,18+,91,Drama,amazon
s9133,Movie,Once Upon A Time In Mexico,Robert Rodriguez,"Antonio Banderas, Salma Hayek, Johnny Depp, Mickey Rourke, Eva Mendes, Danny Trejo, Enrique Iglesias, Marco Leonardi, Cheech Marin, Ruben Blades, Willem Dafoe",2003,R,102,"Action, Adventure, Drama",amazon
s9134,Movie,Once Upon A Crime,Eugene Levy,"John Candy, James Belushi, Cybill Shepherd, George Hamilton, Giancarlo Giannini, Ornella Muti, Richard Lewis, Sean Young",1992,PG,94,Comedy,amazon
s9135,Movie,On Top Of Old Smoky,George Archainbaud,"Gene Autry, Champion, Gail Davis",1953,13+,59,Western,amazon
s9136,Movie,On Golden Pond,Mark Rydell,"Henry Fonda, Katherine Hepburn, Jane Fonda",1981,PG,109,Drama,amazon
s9137,Movie,Off The Lip,Robert Mickelson,"Marguerite Moreau, Mackenzie Astin",2004,R,88,Comedy,amazon
s9139,Movie,Not Like Everyone Else,Tom McLoughlin,"Alia Shawkat, Illeana Douglas, Eric Schweig",2006,16+,89,Drama,amazon
s9140,Movie,No Secrets,Dezso Magyar,"Adam Coleman Howard, Amy Locane, Heather Fairfield, Traci Lind",1991,R,92,"Drama, Suspense",amazon
s9141,Movie,Night of the Demons,Adam Gierasch,"Shannon Elizabeth, Tatyana Kanavka, Michael Arata",2011,R,93,"Action, Comedy, Horror",amazon
s9142,Movie,New Year's Evil,Emmett Alston,"Roz Kelly, Kip Niven, Grant Cramer, Louisa Moritz, Taaffe O'Connell, Chris Wallace, Jed Mills, Teri Copley",1980,R,86,Horror,amazon
s9144,Movie,My Story,"Libor Adam, Hana Hendrychová","Vlastina Svátková, Pavel Kříž, Vilma Cibulková, Milan Kňažko, Stanislava Jachnická, Nela Boudová, Tereza Kostková, Zdenek Maryška, Zuzana Norisová, Jaromír Nosek, Saša Rašilov, Alžběta Staňková, Martin Stranský, Roman Vojtěk",2020,16+,92,Drama,amazon
s9145,Movie,My Name is Pauli Murray,"Julie Cohen, Betsy West","Pauli Murray, Ruth Bader Ginsburg, Patricia Bell-Scott, Dolores Chandler, Brittney Cooper",2021,PG-13,94,"Documentary, Drama",amazon
s9146,Movie,My Kingdom Come,Horacio Alcalá,"Simón González, Paqui Domínguez, Alberto Loureiro",2019,13+,90,Documentary,amazon
s9147,Movie,My Grandpa Is An Alien,"Marina Andree Škop, Dražen Žarković","Nils Ole Oftebro, Lana Hranjec, Bill Timoney",2021,16+,79,"Action, Comedy, Kids",amazon
s9148,Movie,Motel Hell,Kevin Connor,"Rory Calhoun, Nancy Parsons, Nina Axelrod, Paul Linke, Wolfman Jack, John Ratzenberger",1980,R,102,"Horror, Science Fiction",amazon
s9149,Movie,More Sex and The Single Mom,Don McBrearty,"Gail O'Grady, Grant Show, Chelsea Hobbs",2005,16+,90,"Drama, Romance",amazon
s9150,Movie,Mick Jagger: The Ultimate Performer,Robin Bextor,"Mick Jagger, Bob Geldof, Mick Taylor",2021,7+,60,Documentary,amazon
s9151,Movie,Max Bishop,Jack Beranek,"Chris Charais, Iris Seifert, Katie Troske, Joel Thingvall, Don Peterson, Timothy Meinke, Rachel Grubb",2021,16+,84,"Action, Comedy, Suspense",amazon
s9152,Movie,Man from Del Rio,Harry Horner,"Anthony Quinn, Katy Jurado, Peter Whitney, Douglas Fowley, John Larch, Whit Bissell, Douglas Spencer",1956,13+,83,Western,amazon
s9153,Movie,Makoki: A Deadly Love,Esteban Diaz Baena,"Jeronimo Granadal, Vicky Castillo",2019,18+,110,"Action, Comedy",amazon
s9154,Movie,Madurey,Ramana Madhesh,"Vijay, Sonia Agarwal, Rakshitha, Vadivelu, Pasupathy, Seetha, Tejashree",2004,13+,147,"Action, Drama",amazon
s9155,Movie,Madison,William Bindley,"James Caviezel, Mary McCormack, Jake Lloyd, Bruce Dern, Paul Dooley, Brent Briscoe",2005,PG,99,"Action, Drama, Sports",amazon
s9156,Movie,Lucy,Glenn Jordan,"Rachel York, Danny Pino, Ann Dowd",2003,13+,94,"Comedy, Drama",amazon
s9157,Movie,Lovely,Sakthi,"Karthik, Malavika, Manivannan, Vivek",2001,ALL,152,"Comedy, Drama, Romance",amazon
s9158,Movie,Love Letters,Stanley Donen,"Steven Weber, Laura Linney, Kirsten Storms",1999,PG-13,86,Romance,amazon
s9159,Movie,Love Field,Jonathan Kaplan,"Michelle Pfeiffer, Dennis Haysbert, Brian Kerwin, Stephanie McFadden",1992,PG-13,105,Drama,amazon
s9160,Movie,Lost in Hong Kong,Zheng Xu,"Zheng Hu, Wei Zhao, Juan Du",2015,16+,114,Comedy,amazon
s9161,Movie,Little Man Tate,Jodie Foster,"Jodie Foster, Adam Hann-Byrd, Michael Shulman, Nathan Lee, Celia Weston, Danitra Vance, Dianne Wiest",1991,PG,99,Drama,amazon
s9164,Movie,Last Of The Pony Riders,George Archainbaud,"Gene Autry, Champion, Kathleen Case",1953,13+,59,"Comedy, Western",amazon
s9165,Movie,Last Action Hero (4K UHD),John McTiernan,"Danny DeVito, Arnold Schwarzenegger, F. Murray Abraham, Art Carney, Charles Dance, Frank McRae, Tom Noonan, Robert Prosky, Anthony Quinn, Mercedes Ruehl, Austin O'Brien",1993,PG-13,131,"Action, Adventure, Comedy",amazon
s9166,Movie,Last Action Hero,John McTiernan,"Danny DeVito, Arnold Schwarzenegger, F. Murray Abraham, Art Carney, Charles Dance, Frank McRae, Tom Noonan, Robert Prosky, Anthony Quinn, Mercedes Ruehl, Austin O'Brien",1993,PG-13,131,"Action, Comedy",amazon
s9167,Movie,Lara Croft Tomb Raider: The Cradle of Life (4K UHD),Jan De Bont,"Angelina Jolie, Gerard Butler, Noah Taylor, Ciaran Hinds, Djimon Hounsou, Til Schweiger, Christopher Barrie, Simon Yam, Terence Yin, Fabiano Martell",2003,PG-13,117,"Action, Adventure, Drama",amazon
s9168,Movie,Lara Croft Tomb Raider: The Cradle of Life,Jan de Bont,"Angelina Jolie, Gerard Butler, Chris Barrie",2003,PG-13,117,Adventure,amazon
s9169,Movie,La Condesa,Mario Ramos,"Hannia Guillen, Gonzalo Trigueros, Diana Pou, Sebastian Stimman, Luz Nicolás, Soraya Padrao, Peter Pereyra, Yaritza Owen",2021,16+,82,Horror,amazon
s9170,Movie,Killers,lionsgate,"Ashton Kutcher, Katherine Heigl, Tom Selleck, Catherine O'Hara, Katheryn Winnick, Kevin Sussman, Lisa Ann Walter, Casey Wilson, Rob Riggle",2010,PG-13,100,"Action, Comedy",amazon
s9172,Movie,Jiminy Glick in Lalawood,Vadim Jean,"Martin Short, Jan Hooks, Linda Cardellini, Janeane Garofalo, John Michael Higgins, Elizabeth Perkins, Larry Joe Campbell, Mo Collins, Deray Davis, Carlos Jacott, Corey Pearson, Aries Spears, Gary Anthony Williams",2005,R,91,"Comedy, Suspense",amazon
s9173,Movie,Je Suis A Stand-Up: Eddie Izzard Abroad,Paul Tickell,Eddie Izzard,1996,18+,48,"Arts, Entertainment, and Culture, Comedy, Special Interest",amazon
s9174,Movie,Jay Stevens: Life Is Hilarious,Isaac Halasima,Jay Stevens,2019,7+,25,"Arts, Entertainment, and Culture, Comedy, Special Interest",amazon
s9175,Movie,Jaguar (Kannada),Mahadev,"Nikhil Kumar, Deepti Sati",2016,13+,159,"Drama, Romance",amazon
s9176,Movie,Jack Ryan: Shadow Recruit,Kenneth Branagh,"Chris Pine, Kevin Costner, Kenneth Branagh, Keira Knightly",2014,PG-13,106,"Action, Drama",amazon
s9177,Movie,It's a Wonderful Afterlife,Gurinder Chadha,"Sanjeev Bhaskar, Steve Morphew, Kate Magowan",2021,PG-13,100,"Comedy, Drama",amazon
s9178,Movie,Interview,Mrinal Sen,"Ranjit Mallick, Karuna Banerjee, Sekhar Chatterjee",1970,ALL,80,Drama,amazon
s9180,Movie,Inside Moves,Richard Donner,"John Savage, David Morse, Diana Scarwid, Amy Wright, Tony Burton, Bill Henderson, Steve Kahan",1980,13+,113,Drama,amazon
s9181,Movie,Hotel Limbo,Tina Adams,"Lucie Vondrackova, Michael Barbuto, Martina Adamcova, James McDougall, Sophie Gendron, Chris Kapeleris, Liliana Komorowska, Luc-Martial Dagenais, Lisa Ryder, Hugues Saint Louis, Ian Fisher, Michelle C. Smith, Jacqueline Van de Geer, Lenka Šourková, Dino Tavarone, Dakota Jamal Wellman, Fred Nguyen Khan, Avi Bendahan, Me Maria Battaglia, Nadia Catino, Deano Clavet, Roberto Clavet, Benjamin Hatcher, Arthur Holden, Catherine Hughes, Sofia Metz, Mashal Nazari, Dondre Octave, Matyáš Plekanec, Tomáš Zonyga, Vanessa Perez, Alexander Peganov, Iulia Nastase, Dany Gange",2020,13+,95,Comedy,amazon
s9182,Movie,Highway to Hell,Ate De Jong,"Chad Lowe, Kristy Swanson, Adam Storke, C.J. Graham, Patrick Bergin, Richard Farnsworth",1992,R,94,Horror,amazon
s9184,Movie,Heartbreakers,David Mirkin,"Sigourney Weaver, Jennifer Love Hewitt, Ray Liotta, Jason Lee, Jeffrey Jones, Gene Hackman, Nora Dunn, Sarah Silverman, Zach Galifianakis, Anne Bancroft",2001,PG-13,124,Comedy,amazon
s9185,Movie,Hathat Neerar Jonyo,Subrata Sen,"Bikram Ghosh, Jaya Shil",2004,18+,96,Romance,amazon
s9186,Movie,Hamlet,Laurence Olivier,"Laurence Olivier, John Laurie, Jean Simmons, Esmond Knight, Anthony Quayle",1948,13+,154,Drama,amazon
s9187,Movie,Hackers,Iain Softley,"Angelina Jolie, Jonny Lee Miller, Matthew Lillard, Laurence Mason, Penn Jillette, Darren Lee, Fisher Stevens, Alberta Watson, Renoly Santiago, Jesse Bradford, Lorraine Bracco, Mathew Lillard, Wendell Pierce",1995,PG-13,105,"Drama, Suspense",amazon
s9188,Movie,Grizzly Mountain,Jeremy Haft,"Dan Haggerty, Dylan Haggerty",1996,G,96,"Kids, Science Fiction",amazon
s9189,Movie,Good Old Friends,"Peter Kondra, Mikael Schallock","Peter Kondra, Andrej Vickers, Mikael Schallock",2021,16+,87,"Action, Comedy",amazon
s9190,Movie,Goldtown Ghost Riders,George Archainbaud,"Gene Autry, Champion, Gail Davis",1953,13+,59,"Comedy, Western",amazon
s9191,Movie,Gentlemen of Fortune,Aleksandr Sery,"Evgeniy Leonov, Georgiy Vitsin, Saveliy Kramarov, Radner Muratov, Erast Garin, Natalya Fateeva, Nikolay Olyalin, Anatoliy Papanov, Pavel Shpringfeld, Lyubov Sokolova",1971,13+,83,"Comedy, Drama",amazon
s9192,Movie,Garden State,Zach Braff,"Zach Braff, Kenneth Graymez, George Wolfe, Austin Lysy, Gary Gilbert, Jill Flint, Ian Holm",2004,R,102,"Arthouse, Comedy, Drama",amazon
s9193,Movie,Future Shock,"Eric Parkinson, Matt Reeves, Oley Sassone","Vivian Schilling, Martin Kove, Brion James, Bill Paxton",1994,PG-13,98,"Horror, Science Fiction",amazon
s9195,Movie,Fort Massacre,Joe Newman,"Joel McCrea, Forrest Tucker, John Russell, Susan Cabot, George Neise",1958,13+,81,"Drama, Western",amazon
s9196,Movie,Fort Defiance,John Rawlins,"Dane Clark, Peter Graves, Ben Johnson, Tracey Roberts, George Cleveland",1951,7+,82,"Drama, Western",amazon
s9197,Movie,Fools Rush In,Andy Tennant,"Matthew Perry, Jill Clayburgh, Salma Hayek, Jon Tenney, John Bennett Perry, Siobhan Fallon, Carlos Gomez",1997,PG-13,109,"Comedy, Drama, Romance",amazon
s9198,Movie,Flight Of The Phoenix (2004),John Moore,"Dennis Quaid, Giovanni Ribisi, Tyrese Gibson, Miranda Otto, Hugh Laurie",2004,PG-13,113,"Action, Adventure, Drama",amazon
s9199,Movie,Flash of Genius,Marc Abraham,"Jake Abel, Aaron Abrams, Alan Alda, London Angelis, Dylan Authors, Warren Belle, Grant Boyle, Sergio Di Zio, Ashton Doudelet, Tim Eddis, Andrew Gillies, Lauren Graham, Josette Halpert, Tim Kelleher, Greg Kinnear, Victoria Learn, Isaac Lupien, Tatiana Maslany, Dermot Mulroney, Duane Murray, Landon Norris, Shae Norris, Kate Parr, Mitch Pileggi, Simon Reynolds, Daniel Roebuck, Chuck Shamata, Bill Smitrovich, Kristian Truelsen, Steven Woodworth, Jim Chad, Nicole Crozier",2008,PG-13,120,Drama,amazon
s9200,Movie,First Shot,Armand Mastroianni,"Mariel Hemingway, Doug Savant, Jenna Leigh Green, Wanda Cannon",2002,PG-13,92,Action,amazon
s9201,Movie,Fellini Forward,"DREA COOPER, ZACKARY CANEPARI","FRANCESCA FABBRI FELLINI, DANTE FERRETTI, MARCUS DU SAUTOY, EMILY L. SPRATT, HAVA ALDOUBY, BLASCO GIURATO, ANITA TODESCO, ANDREA MUNAFO, GIULIA BONOMELLI, SIMONE COPPO, NEVA LEONI, HAL YAMANUOCHI, CETTY ARANCIO, EVELINA MEGHNAGI, LUCA MASSARO, VALERIO MALORNI, PIETRO ROMANO, ZAGOR BORGHESI, MARCO CARBONI, GIANCARLO GRECO, GEBREMESKEK D YEMANE, ILARIA CECERE, FRANCESCO RIVISTA, VINCENZO IANTORNO, MARIANO APREA, NAV GHOTRA, LUCA CONTINO, BRAYAN GONZALEZ, SARA RENDANO, ALEJANDRA BURNE SOLEDAD",2021,7+,45,"Documentary, Special Interest",amazon
s9202,Movie,Fatal Contact: Bird Flu in America,Richard Pearce,"Joely Richardson, Scott Cohen, Justina Machado, Ann Cusack, David Ramsey",2006,16+,84,"Drama, Horror, Science Fiction",amazon
s9203,Movie,Fascination,Klaus Menzel,"James Naughton, Jacqueline Bisset, Adam Garcia, Stuart Wilson, Alice Evans",2005,R,103,"Romance, Suspense",amazon
s9205,Movie,Exorcist: The Beginning,Renny Harlin,"Rupert Degas, Stellan Skarsgard, Izabella Scorupco, James D'Arcy, Ralph Brown, Ben Cross, David Bradley",2004,R,113,"Action, Adventure, Horror",amazon
s9206,Movie,EVA,DANIEL IMASUEN,PEGGY OVIRE,2021,13+,110,Drama,amazon
s9207,Movie,Eternal,"Wilhelm Liebenberg, Federico Sanchez","Conrad Pla, Caroline Neron, Victoria Sanchez, Sarah Manninen, Ilona Elkin, Nick Baillie, Liane Balaban, Arthur Holden, Joey Pla, James A. Woods, Luke Belander, Kathleen Munroe",2004,16+,108,"Horror, Suspense",amazon
s9208,Movie,Emerald Falls,Peter Andrikidis,"Georgie Parker, Thom Green, Vince Colosimo",2008,16+,92,Suspense,amazon
s9209,Movie,El Topo,Alfredo Ureta,"Néstor Jiménez, Ketty de la Iglesia, Albertico Pujols Acosta, Héctor Hechemendía",2021,18+,90,Drama,amazon
s9210,Movie,Eddie Izzard: Unrepeatable,John Gordillo,Eddie Izzard,1994,18+,76,"Arts, Entertainment, and Culture, Comedy, Special Interest",amazon
s9211,Movie,Eddie Izzard: Stripped,Sarah Townsend,Eddie Izzard,2009,18+,104,"Arts, Entertainment, and Culture, Comedy, Special Interest",amazon
s9212,Movie,Duplicity,Tony Gilroy,"Clive Owen, Julia Roberts, Tom Wilkinson, Paul Giamatti, Dan Daily, Lisa Roberts Gillan, David Shumbris, Rick Worthy, Oleg Shtefanko, Denis O'Hare, Kathleen Chalfant, Khan Baykal, Thomas McCarthy, Wayne Duvall, Fabrizio Brienza, Lucia Grillo, Carrie Preston, Conan McCarty, Kirby Mitchell, Christopher Denham, Christopher Mann, Seth Kirschner, Karl Bury, Happy Anderson, James Cronin, Esther Pringle, Mary Anne Prevost, Annabel Seymour, Sandy Hamilton, Ulrich Thomsen, Helen Elswit, George Aloi, Sakinah Bingham, Maria Di Angelis, Cassidy Gard, Ronald E. Giles, Jeff Grossman, Moe Hindi, Emily Hughes, Michael Jeremiah, Edgar Jimz, Edward M. Kelahan, Arnold Y. Kim, Ashley Klein, Stanley Krajewski, Frosty Lawson, Evan Lewis, Kimberly Magness, Chris Margaritis, Cristina Marie, Michele Melega, Alexi Melvin, Eliezer Meyer, Christopher Moser, Andrea Osv??rt, Gina Priano, D. Justyn Ryan, Ken Sladyk, Brandon Slagle, Robert T. Striem, Nico Toffoli, Tamara Torres, Darly Wanatick",2009,PG-13,125,"Drama, Suspense",amazon
s9213,Movie,Doorways,Peter Werner,"George Newbern, Anne Le Guernec",1994,16+,83,"Action, Science Fiction, Suspense",amazon
s9214,Movie,Dolls,Stuart Gordon,"Guy Rolfe, Stephen Lee, Carolyn Purdy-Gordon, Ian Patrick Williams, Carrie Lorraine, Bunty Bailey, Cassie Stuart",1986,R,78,Horror,amazon
s9215,Movie,Die Hard: With a Vengeance (4K UHD),John McTiernan,"Bruce Willis, Jeremy Irons, Samuel L. Jackson, Graham Greene, Colleen Camp, Larry Bryggman, Sam Phillips",1995,R,129,"Action, Adventure",amazon
s9216,Movie,Die Hard with a Vengeance,John McTiernan,"Bruce Willis, Jeremy Irons, Samuel L. Jackson",1995,R,129,Suspense,amazon
s9217,Movie,Die Hard,John McTiernan,"Bruce Willis, Alan Rickman, Bonnie Bedelia",1988,R,132,Suspense,amazon
s9218,Movie,Dennis Gaxiola: Before the Wall Goes Up,Isaac Halasima,Dennis Gaxiola,2017,7+,47,"Arts, Entertainment, and Culture, Comedy, Special Interest",amazon
s9219,Movie,Death Wish V: The Face of Death,Allan A. Goldstein,"Charles Bronson, Ken Welsh, Lesley-Anne Down, Michael Parks, Saul Rubinek",1994,R,95,"Action, Drama",amazon
s9220,Movie,DC Sniper,Ulli Lommel,"Ken Foree, Ulli Lommel, Christopher Kriesa",2010,18+,75,"Action, Suspense",amazon
s9221,Movie,Creepy Clowns,Pete Jacelone,"Heather Drew, Edward X. Young, Daylan Ludemann",2021,18+,80,"Horror, Suspense",amazon
s9222,Movie,Corey Rodrigues: People Whisperer,Isaac Halasima,Corey Rodrigues,2018,7+,45,"Arts, Entertainment, and Culture, Comedy, Special Interest",amazon
s9223,Movie,Come Away Home,Doug McKeon,"Jordan-Claire Green, Lea Thompson, Paul Dooley",2005,PG,102,Drama,amazon
s9224,Movie,Color of Love: The Jacey Story,Sheldon Larry,"Gena Rowlands, Louis Gossett Jr., Penny Fuller",2000,7+,87,Drama,amazon
s9226,Movie,Chehre,Rummy Jafry,"Amitabh Bachchan, Emraan Hashmi, Krystle Dsouza, Riya Chakraborty, Annu Kapoor, Dhritiman Chattergee, Raghubir Yadav, Siddhanth Kapoor",2021,NR/Sin clasificacion,139,Suspense,amazon
s9227,Movie,Chattahoochee,Mick Jackson,"Gary Oldman, Dennis Hopper, Frances McDormand, Pamela Reed, Matt Craven, William De Acutis, Gary Klar, Lee Wilkof",1990,R,98,Drama,amazon
s9229,Movie,Caveman,Carl Gottlieb,"Ringo Starr, Dennis Quaid, Shelley Long, Jack Gilford, Cork Hubbert, Mark King, Paco Morayta, Evan Kim, Ed Greenberg, Carl Lumbly, Jack Scalici, Gigi Vorgan",1981,PG,92,Comedy,amazon
s9230,Movie,Case Sensitive: The Point of Rescue,Charles Martin,"Olivia Williams, Darren Boyd, Rupert Graves, Amy Beth Hayes, Tom Goodman-Hill, Elly Fairman, Geoffrey Streatfeild",2011,18+,91,"Drama, Suspense",amazon
s9231,Movie,Carrington,Christopher Hampton,"Emma Thompson, Jonathan Pryce, Steven Waddington, Samuel West, Rufus Sewell, Penelope Wilton",1995,R,123,"Drama, Romance",amazon
s9232,Movie,Capricorn One,Peter Hyams,"James Brolin, Elliot Gould, Hal Holbrook, Sam Waterson, O.J. Simpson",1978,16+,123,"Action, Suspense",amazon
s9233,Movie,Calcutta 71,Mrinal Sen,"Ranjit Mallick, Ajitesh Banerjee, Utpal Dutta",1972,ALL,117,Drama,amazon
s9234,Movie,Butterflies,Biodun Stephen,"Bolaji Ogunmola, Pere Egbi, Kachi Nnochiri, Joshua Richard",2021,13+,112,Drama,amazon
s9235,Movie,Butch Cassidy and the Sundance Kid (4K UHD),George Roy Hill,"Paul Newman, Robert Redford, Katharine Ross, Strother Martin, Jeff Corey, Henry Jones",1969,PG,110,"Action, Adventure, Drama",amazon
s9236,Movie,Butch Cassidy and the Sundance Kid,George Roy Hill,"Paul Newman, Robert Redford, Katharine Ross, Strother Martin, Henry Jones, Jeff Corey, George Furth, Cloris Leachman, Ted Cassidy, Kenneth Mars, Donnelly Rhodes, Jody Gilbert, Timothy Scott, Don Keefer, Charles Dierkop, Francisco Cordova, Nelson Olmstead, Paul Bryar, Sam Elliott, Claude Akins",1969,PG,110,"Action, Drama, Western",amazon
s9237,Movie,Burning Man: The Musical,Tyler Milliron,"Morgan Siobhan Green, Tally Session, Max Crumm, Michelle Duffy, Troy Iwata, Allison Griffith, Mila Jam, Ysabel Jasa, Michael F. McBride, Ari Grooves",2021,16+,80,"Arts, Entertainment, and Culture, Comedy",amazon
s9238,Movie,Burn Country,Ian Olds,"Dominic Rains, Melissa Leo, James Franco, Rachel Brosnahan, Thomas Jay Ryan, Tim Kniffin",2016,7+,104,"Drama, Suspense",amazon
s9239,Movie,Bulworth,Warren Beatty,"Warren Beatty, Halle Berry, Don Cheadle, Oliver Platt, Paul Sorvino, Jack Warden, Isaiah Washington, Joshua Malina, Christine Baranski, Richard Sarafian, Amiri Baraka, Sean Astin, Laurie Metcalf, Wendell Pierce, Michele Morgan, Ariyan Johnson, Graham Beckel, Nora Dunn, Jackie Gayle",1998,R,108,"Comedy, Drama",amazon
s9240,Movie,Bullets Don't Argue,Mario Caiano,"Rod Cameron, Angel Aranda, Vivi Bach",1964,13+,89,Western,amazon
s9242,Movie,BT: My Life as I Know It Now!,Isaac Halasima,BT,2018,7+,32,"Arts, Entertainment, and Culture, Comedy, Special Interest",amazon
s9243,Movie,Broken English,Gregor Nicholas,"Rade Serbedzija, Aleksandra Vujcic, Julian Arahanga, Marton Csokas, Temuera Morrison",1994,R,92,"Arthouse, Drama, Romance",amazon
s9244,Movie,Boris and Natasha: The Movie,Charles Martin Smith,"Sally Kellerman, Dave Thomas, Andrea Martin, John Calvin, Paxton Whitehead, Larry Cedar, Christopher Neame, Alex Rocco, John Candy, Anthony Newley",1992,PG,88,"Action, Comedy",amazon
s9245,Movie,Blue Crush 2,Mike Elliott,"Sasha Jackson, Elizabeth Mathis, Gideon Emery, Ben Milliken, Sharni Vinson, Chris Fisher, Rosy Hodge",2011,PG-13,113,"Action, Drama, Sports",amazon
s9246,Movie,Blizzard,Le Var Burton,"Brenda Blethyn, Brittany Bristow, Whoopi Goldberg, Christopher Plummer, Jennifer Pisana, Josh Buckle, Stephanie Morgenstern",2004,ALL,100,Kids,amazon
s9248,Movie,Blacula,William Crain,"William Marshall, Denise Nicholas, Vonetta McGee, Gordon Pinsent, Thalmus Rasulala",1972,PG,93,Horror,amazon
s9249,Movie,"Black Coal, Thin Ice",Yi'nan Diao,"Fan Liao, Gwen Lun",2014,18+,109,"Action, Drama",amazon
s9250,Movie,Black As Night,Maritte Lee Go,"Asjha Cooper, Fabrizio Guido, Craig Tate, Keith David, Mason Beauchamp, Abbie Gayle",2021,16+,87,Horror,amazon
s9251,Movie,Bingo Hell,Gigi Saul Guerrero,"Adriana Barraza, L. Scott Caldwell, Joshua Caleb Johnson, Richard Brake",2021,18+,86,Horror,amazon
s9252,Movie,Bhaloo,Rajdutt,"Nana Patekar, Uma Bhende, Nilu Phule, Vikram Gokhale, Ranjana",1980,ALL,135,Drama,amazon
s9253,Movie,Beer,Patrick Kelly,"Loretta Swit, Rip Torn, Kenneth Mars, David Alan Grier, William Russ, Saul Stein, Peter Michael Goetz",1985,R,83,Comedy,amazon
s9254,Movie,Banshiwala,Anjan Das,"Paoli Dam, Shayan Munshi, Soumitra Chatterjee, Indrani Haldar",2010,13+,101,Drama,amazon
s9255,Movie,Bad Influence,Curtis Hanson,"Rob Lowe, James Spader, Lisa Zane, Marcia Cross, Christian Clemson, Kathleen Wilhoite",1990,R,100,"Drama, Suspense",amazon
s9256,Movie,Babes in Toyland (1997),"Charles Grosvenor, Paul Sabella, Toby Bluth","Bronson Pinchot, Charles Nelson Reilly, Christopher Plummer, James Belushi, Lacey Chabert, Joseph Ashton",1997,G,74,"Animation, Kids",amazon
