show_id,plataforma,director1,director2,director3,director4,director5,director6,director7,director8,director9,director10,director11,director12,director13,director14,director15,director16,director17,codireccion
s9274,amazon,J. Lee Thompson,,,,,,,,,,,,,,,,,0
s9275,amazon,Steven Berryessa,,,,,,,,,,,,,,,,,0
s9276,amazon,Ravi Chopra,,,,,,,,,,,,,,,,,0
s9277,amazon,Joel David Moore,,,,,,,,,,,,,,,,,0
s9278,amazon,Rob Meltzer,,,,,,,,,,,,,,,,,0
s9279,amazon,Joel Schumacher,,,,,,,,,,,,,,,,,0
s9280,amazon,Shiva Nirvana,,,,,,,,,,,,,,,,,0
s9282,amazon,Steno,,,,,,,,,,,,,,,,,0
s9283,amazon,Emily Lou,,,,,,,,,,,,,,,,,0
s9284,amazon,Carlo Mazzacurati,,,,,,,,,,,,,,,,,0
s9285,amazon,Kenneth Okinkwo Okwy,,,,,,,,,,,,,,,,,0
s9286,amazon,Kenneth Okinkwo Okwy,,,,,,,,,,,,,,,,,0
s9287,amazon,Stuart Acher,,,,,,,,,,,,,,,,,0
s9288,amazon,Michael Schoemann,,,,,,,,,,,,,,,,,0
s9289,amazon,Daniel Stamm,,,,,,,,,,,,,,,,,0
s9290,amazon,Camillo Mastrocinque,,,,,,,,,,,,,,,,,0
s9291,amazon,Raffaello Matarazzo,,,,,,,,,,,,,,,,,0
s9292,amazon,Claudio Noce,,,,,,,,,,,,,,,,,0
s9293,amazon,Michael Feifer,,,,,,,,,,,,,,,,,0
s9294,amazon,James Hunter,,,,,,,,,,,,,,,,,0
s9295,amazon,Malcolm Mowbray,,,,,,,,,,,,,,,,,0
s9297,amazon,Philippa Lowthorpe,,,,,,,,,,,,,,,,,0
s9299,amazon,Sophia Rivera,,,,,,,,,,,,,,,,,0
s9300,amazon,Jim Wynorski,,,,,,,,,,,,,,,,,0
s9301,amazon,Emmanuel Mageme,,,,,,,,,,,,,,,,,0
s9302,amazon,V. K. Prakash,,,,,,,,,,,,,,,,,0
s9303,amazon,Dean Hamilton,,,,,,,,,,,,,,,,,0
s9304,amazon,Kristina Wagenbauer,,,,,,,,,,,,,,,,,0
s9306,amazon,Vasanth Nagarajan,,,,,,,,,,,,,,,,,0
s9307,amazon,Kriv Stenders,,,,,,,,,,,,,,,,,0
s9308,amazon,Katsuhiko Nishijima, Yuuji Moriyama,,,,,,,,,,,,,,,,1
s9309,amazon,Douglas Barr,,,,,,,,,,,,,,,,,0
s9310,amazon,B.R. Chopra,,,,,,,,,,,,,,,,,0
s9311,amazon,Alyssa Rallo Bennett, Tyler Walker,,,,,,,,,,,,,,,,1
s9312,amazon,Rupert Hitzig,,,,,,,,,,,,,,,,,0
s9313,amazon,Dara Singh,,,,,,,,,,,,,,,,,0
s9314,amazon,Ganeshaa,,,,,,,,,,,,,,,,,0
s9315,amazon,Joshy Thomas Pallickal,,,,,,,,,,,,,,,,,0
s9316,amazon,Abhilash Reddy,,,,,,,,,,,,,,,,,0
s9317,amazon,Randy Van Dyke,,,,,,,,,,,,,,,,,0
s9318,amazon,Mila Aung-Thwin, Van Royko,,,,,,,,,,,,,,,,1
s9320,amazon,V. Gowthaman,,,,,,,,,,,,,,,,,0
s9321,amazon,Timothy Wayne Folsome,,,,,,,,,,,,,,,,,0
s9324,amazon,George Roy Hill,,,,,,,,,,,,,,,,,0
s9325,amazon,David Steinmetz,,,,,,,,,,,,,,,,,0
s9326,amazon,Sekhar Suri,,,,,,,,,,,,,,,,,0
s9327,amazon,Sergio Corbucci,,,,,,,,,,,,,,,,,0
s9328,amazon,Barry Sonnenfeld,,,,,,,,,,,,,,,,,0
s9329,amazon,Hans Albin,,,,,,,,,,,,,,,,,0
s9330,amazon,John David Coles,,,,,,,,,,,,,,,,,0
s9331,amazon,Armand Mastroianni,,,,,,,,,,,,,,,,,0
s9332,amazon,Sandra L. Martin,,,,,,,,,,,,,,,,,0
s9333,amazon,John Geddes,,,,,,,,,,,,,,,,,0
s9334,amazon,Andrew Mondshein,,,,,,,,,,,,,,,,,0
s9335,amazon,Damon Jamal,,,,,,,,,,,,,,,,,0
s9336,amazon,Steve Conway,,,,,,,,,,,,,,,,,0
s9337,amazon,Cavi Borges, Ulisses Mattos,,,,,,,,,,,,,,,,1
s9338,amazon,Daniel F. Holmes,,,,,,,,,,,,,,,,,0
s9340,amazon,Sunil Bandyopadhyay,,,,,,,,,,,,,,,,,0
s9341,amazon,Vallo Toomla,,,,,,,,,,,,,,,,,0
s9343,amazon,David Winters,,,,,,,,,,,,,,,,,0
s9344,amazon,Douglas Barr,,,,,,,,,,,,,,,,,0
s9345,amazon,Norman Lear,,,,,,,,,,,,,,,,,0
s9347,amazon,Mike Robe,,,,,,,,,,,,,,,,,0
s9349,amazon,Reinhold Bilgeri,,,,,,,,,,,,,,,,,0
s9350,amazon,Ian Toynton,,,,,,,,,,,,,,,,,0
s9351,amazon,Todd Graff,,,,,,,,,,,,,,,,,0
s9352,amazon,Percy Adlon,,,,,,,,,,,,,,,,,0
s9353,amazon,Brandon Slagle,,,,,,,,,,,,,,,,,0
s9354,amazon,Sam Newfield,,,,,,,,,,,,,,,,,0
s9356,amazon,Alfred Robbins,,,,,,,,,,,,,,,,,0
s9357,amazon,Luca Boni, Marco Ristori,,,,,,,,,,,,,,,,1
s9358,amazon,Alyssa Rallo Bennett,,,,,,,,,,,,,,,,,0
s9359,amazon,Thomas J. Wright,,,,,,,,,,,,,,,,,0
s9360,amazon,Chris Rock,,,,,,,,,,,,,,,,,0
s9361,amazon,Ari Novak,,,,,,,,,,,,,,,,,0
s9364,amazon,Ryan Kwanten, Sara Canning,,,,,,,,,,,,,,,,1
s9365,amazon,Mel Gibson,,,,,,,,,,,,,,,,,0
s9366,amazon,Alyssa Rallo Bennett,,,,,,,,,,,,,,,,,0
s9367,amazon,Mirtha Vega,,,,,,,,,,,,,,,,,0
s9368,amazon,Mauricio Eça,,,,,,,,,,,,,,,,,0
s9370,amazon,Mauricio Eça,,,,,,,,,,,,,,,,,0
s9371,amazon,Dan Garcia,,,,,,,,,,,,,,,,,0
s9373,amazon,Greydon Clark,,,,,,,,,,,,,,,,,0
s9374,amazon,Dick Sebast,,,,,,,,,,,,,,,,,0
s9375,amazon,Ridley Scott,,,,,,,,,,,,,,,,,0
s9376,amazon,Ridley Scott,,,,,,,,,,,,,,,,,0
s9377,amazon,Rachakonda Vidyasagar,,,,,,,,,,,,,,,,,0
s9379,amazon,Jean Beaudin,,,,,,,,,,,,,,,,,0
s9381,amazon,Marco Risi,,,,,,,,,,,,,,,,,0
s9382,amazon,Julian Karikalan,,,,,,,,,,,,,,,,,0
s9383,amazon,Arthur Mulholland,,,,,,,,,,,,,,,,,0
s9384,amazon,Tony Bill,,,,,,,,,,,,,,,,,0
s9385,amazon,John Reinhardt,,,,,,,,,,,,,,,,,0
s9386,amazon,Joel Schumacher,,,,,,,,,,,,,,,,,0
s9387,amazon,Johnny Bones, Tony Baez Milan, Aaron J. Shelton, Robert Tinnell, Anthony Vingas,,,,,,,,,,,,,1
s9388,amazon,Anastasia Pappas,,,,,,,,,,,,,,,,,0
s9389,amazon,Joseph Vittorie,,,,,,,,,,,,,,,,,0
s9390,amazon,Chuck Staley, Rowby Goren,,,,,,,,,,,,,,,,1
s9391,amazon,Valeri Milev,,,,,,,,,,,,,,,,,0
s9392,amazon,Michele Placido,,,,,,,,,,,,,,,,,0
s9393,amazon,Chino Moya,,,,,,,,,,,,,,,,,0
s9395,amazon,John David Moffat IV,,,,,,,,,,,,,,,,,0
s9396,amazon,Annabel Jankel,,,,,,,,,,,,,,,,,0
s9397,amazon,Christian Rousseau,,,,,,,,,,,,,,,,,0
s9398,amazon,Matthew B.C.,,,,,,,,,,,,,,,,,0
s9399,amazon,Keith Strausbaugh, Anthony Guidubaldi,,,,,,,,,,,,,,,,1
s9400,amazon,Mimi Leder,,,,,,,,,,,,,,,,,0
s9401,amazon,Joseph Dougherty,,,,,,,,,,,,,,,,,0
s9404,amazon,Claudio Fäh,,,,,,,,,,,,,,,,,0
s9405,amazon,Carlos Dunn,,,,,,,,,,,,,,,,,0
s9406,amazon,Gianni Siragusa,,,,,,,,,,,,,,,,,0
s9407,amazon,Elle Callahan,,,,,,,,,,,,,,,,,0
s9408,amazon,B.J. Rayniak,,,,,,,,,,,,,,,,,0
s9410,amazon,Cameron Crowe,,,,,,,,,,,,,,,,,0
s9411,amazon,David Hayter,,,,,,,,,,,,,,,,,0
s9412,amazon,Robert Kurtzman,,,,,,,,,,,,,,,,,0
s9414,amazon,Michael Landon,,,,,,,,,,,,,,,,,0
s9415,amazon,Satish Manwar,,,,,,,,,,,,,,,,,0
s9416,amazon,Amir Lashkari,,,,,,,,,,,,,,,,,0
s9418,amazon,Elmo Williams,,,,,,,,,,,,,,,,,0
s9420,amazon,magnolia, Magnolia,,,,,,,,,,,,,,,,1
s9421,amazon,David Nordquist,,,,,,,,,,,,,,,,,0
s9422,amazon,Mauro John Capece,,,,,,,,,,,,,,,,,0
s9423,amazon,Mike Costanza,,,,,,,,,,,,,,,,,0
s9424,amazon,Reinhard Klooss,,,,,,,,,,,,,,,,,0
s9427,amazon,Jenica Bergere,,,,,,,,,,,,,,,,,0
s9429,amazon,Daniel Watkins,,,,,,,,,,,,,,,,,0
s9430,amazon,Ian MacAllister McDonald,,,,,,,,,,,,,,,,,0
s9432,amazon,John Riggins,,,,,,,,,,,,,,,,,0
s9434,amazon,Francis Megahy,,,,,,,,,,,,,,,,,0
s9435,amazon,Kamal Smith,,,,,,,,,,,,,,,,,0
s9436,amazon,Abhijeet Warang,,,,,,,,,,,,,,,,,0
s9437,amazon,Ramesh Kadumula,,,,,,,,,,,,,,,,,0
s9438,amazon,Sam Irvin,,,,,,,,,,,,,,,,,0
s9439,amazon,Goran Dukic,,,,,,,,,,,,,,,,,0
s9441,amazon,Douglas McGarth,,,,,,,,,,,,,,,,,0
s9443,amazon,Antoine Bardou-Jacquet,,,,,,,,,,,,,,,,,0
s9444,amazon,Zeina Durra,,,,,,,,,,,,,,,,,0
s9445,amazon,Balaraju M,,,,,,,,,,,,,,,,,0
s9446,amazon,Chukwuma Emma-Ogbangwo,,,,,,,,,,,,,,,,,0
s9447,amazon,Candy Cain,,,,,,,,,,,,,,,,,0
s9450,amazon,Kumar Dutt,,,,,,,,,,,,,,,,,0
s9451,amazon,Brett Bentman,,,,,,,,,,,,,,,,,0
s9452,amazon,Will Young,,,,,,,,,,,,,,,,,0
s9453,amazon,Jon S. Baird,,,,,,,,,,,,,,,,,0
s9455,amazon,Alberto Gatto,,,,,,,,,,,,,,,,,0
s9456,amazon,Robin Bextor,,,,,,,,,,,,,,,,,0
s9457,amazon,Tati Vogt,,,,,,,,,,,,,,,,,0
s9458,amazon,Renny Harlin,,,,,,,,,,,,,,,,,0
s9459,amazon,Charles Saunders,,,,,,,,,,,,,,,,,0
s9460,amazon,Manny Coto,,,,,,,,,,,,,,,,,0
s9461,amazon,Lionello De Felice, Irving Rapper,,,,,,,,,,,,,,,,1
s9465,amazon,Lesley Selander,,,,,,,,,,,,,,,,,0
s9466,amazon,Randall Miller,,,,,,,,,,,,,,,,,0
s9467,amazon,Srikanth Nahatha,,,,,,,,,,,,,,,,,0
s9468,amazon,Paul Verhoeven,,,,,,,,,,,,,,,,,0
s9469,amazon,Andrew Jarecki,,,,,,,,,,,,,,,,,0
s9470,amazon,Griffin Loch,,,,,,,,,,,,,,,,,0
s9471,amazon,Jean-Francois Laguionie,,,,,,,,,,,,,,,,,0
s9472,amazon,Dan Napoli,,,,,,,,,,,,,,,,,0
s9473,amazon,Menno Meyjes,,,,,,,,,,,,,,,,,0
s9474,amazon,Kôji Shima,,,,,,,,,,,,,,,,,0
s9475,amazon,Jagger Gravning,,,,,,,,,,,,,,,,,0
s9477,amazon,Ivan Silvestrini,,,,,,,,,,,,,,,,,0
s9479,amazon,Simon Langton,,,,,,,,,,,,,,,,,0
s9480,amazon,Franco Steffanino,,,,,,,,,,,,,,,,,0
s9482,amazon,Joon-ho Bong,,,,,,,,,,,,,,,,,0
s9483,amazon,Randal Plunkett,,,,,,,,,,,,,,,,,0
s9484,amazon,Wanly Florexile,,,,,,,,,,,,,,,,,0
s9488,amazon,Joe Leone,,,,,,,,,,,,,,,,,0
s9489,amazon,Kentucker Audley,,,,,,,,,,,,,,,,,0
s9490,amazon,Santhosh Viswanath,,,,,,,,,,,,,,,,,0
s9493,amazon,Vittorio Cottafavi,,,,,,,,,,,,,,,,,0
s9494,amazon,Mario Parruccini,,,,,,,,,,,,,,,,,0
s9495,amazon,Robert J. Samuels, James Lew,,,,,,,,,,,,,,,,1
s9496,amazon,Kikuo Kawasaki,,,,,,,,,,,,,,,,,0
s9497,amazon,Corey Lee,,,,,,,,,,,,,,,,,0
s9498,amazon,Nick Leisure,,,,,,,,,,,,,,,,,0
s9499,amazon,Camillo Mastrocinque,,,,,,,,,,,,,,,,,0
s9500,amazon,Michel Poulette,,,,,,,,,,,,,,,,,0
s9501,amazon,James Kondelik, Jon Kondelik,,,,,,,,,,,,,,,,1
s9502,amazon,Michael Thoenes, Andrea Thoenes,,,,,,,,,,,,,,,,1
s9503,amazon,Nico Wilcox Cano,,,,,,,,,,,,,,,,,0
s9504,amazon,Camillo Mastrocinque,,,,,,,,,,,,,,,,,0
s9505,amazon,Amaremdar,,,,,,,,,,,,,,,,,0
s9506,amazon,Scott Jeffrey, Rebecca J Matthews,,,,,,,,,,,,,,,,1
s9507,amazon,Ballem Venumadhav,,,,,,,,,,,,,,,,,0
s9508,amazon,Todd Verow,,,,,,,,,,,,,,,,,0
s9510,amazon,Sunil Reddy,,,,,,,,,,,,,,,,,0
s9513,amazon,Arun Karnataki,,,,,,,,,,,,,,,,,0
s9514,amazon,David Moragas,,,,,,,,,,,,,,,,,0
s9519,amazon,Nick Simon,,,,,,,,,,,,,,,,,0
s9520,amazon,Roger Spottiswoode,,,,,,,,,,,,,,,,,0
s9521,amazon,Roger Spottiswoode,,,,,,,,,,,,,,,,,0
s9522,amazon,Michael Apted,,,,,,,,,,,,,,,,,0
s9523,amazon,Michael Apted,,,,,,,,,,,,,,,,,0
s9524,amazon,Sean King,,,,,,,,,,,,,,,,,0
s9525,amazon,William Boyd,,,,,,,,,,,,,,,,,0
s9526,amazon,Axelle Carolyn,,,,,,,,,,,,,,,,,0
s9527,amazon,Kevin Phillips,,,,,,,,,,,,,,,,,0
s9528,amazon,David Gelb,,,,,,,,,,,,,,,,,0
s9531,amazon,Joe Carnahan,,,,,,,,,,,,,,,,,0
s9533,amazon,Marc Forster,,,,,,,,,,,,,,,,,0
s9534,amazon,Marc Forster,,,,,,,,,,,,,,,,,0
s9535,amazon,Nikhil Mahajan,,,,,,,,,,,,,,,,,0
s9536,amazon,Cody Knotts,,,,,,,,,,,,,,,,,0
s9537,amazon,Hriday Shetty,,,,,,,,,,,,,,,,,0
s9539,amazon,Tony Jaa, Panna Rittikrai,,,,,,,,,,,,,,,,1
s9540,amazon,Matthew Bourne,,,,,,,,,,,,,,,,,0
s9541,amazon,Rodrigo Aragão,,,,,,,,,,,,,,,,,0
s9542,amazon,Emelie Lindblom,,,,,,,,,,,,,,,,,0
s9543,amazon,Ryan Zaragoza,,,,,,,,,,,,,,,,,0
s9545,amazon,Eytan Rockaway,,,,,,,,,,,,,,,,,0
s9548,amazon,William Tannen,,,,,,,,,,,,,,,,,0
s9549,amazon,Martin Campbell,,,,,,,,,,,,,,,,,0
s9550,amazon,Martin Campbell,,,,,,,,,,,,,,,,,0
s9551,amazon,Felipe Rodrigo Borba,,,,,,,,,,,,,,,,,0
s9552,amazon,Chris Conlee,,,,,,,,,,,,,,,,,0
s9553,amazon,Lee Tamahori,,,,,,,,,,,,,,,,,0
s9554,amazon,Lee Tamahori,,,,,,,,,,,,,,,,,0
s9555,amazon,Marcus Lee,,,,,,,,,,,,,,,,,0
s9557,amazon,Fernando Ayllón,,,,,,,,,,,,,,,,,0
s9558,amazon,Shawn Levy,,,,,,,,,,,,,,,,,0
s9559,amazon,Shawn Levy,,,,,,,,,,,,,,,,,0
s9561,amazon,Richard Groen,,,,,,,,,,,,,,,,,0
s9562,amazon,Tommy Frazier,,,,,,,,,,,,,,,,,0
s9563,amazon,Michael Shelton,,,,,,,,,,,,,,,,,0
s9564,amazon,Steven Quale,,,,,,,,,,,,,,,,,0
s9566,amazon,Mark Williams,,,,,,,,,,,,,,,,,0
s9567,amazon,Alex Meader,,,,,,,,,,,,,,,,,0
s9568,amazon,Joseph Giannini,,,,,,,,,,,,,,,,,0
s9569,amazon,K. S. Ravikumar,,,,,,,,,,,,,,,,,0
s9570,amazon,Nick Laughland,,,,,,,,,,,,,,,,,0
s9571,amazon,Gabriel Mariño,,,,,,,,,,,,,,,,,0
s9572,amazon,Jason Friedberg, Aaron Seltzer,,,,,,,,,,,,,,,,1
s9573,amazon,Nikolai Lebedev,,,,,,,,,,,,,,,,,0
s9574,amazon,Juan Antonio Chavero Briones,,,,,,,,,,,,,,,,,0
s9575,amazon,Terence Fisher,,,,,,,,,,,,,,,,,0
s9576,amazon,Mathieu Ratthe,,,,,,,,,,,,,,,,,0
s9577,amazon,Joe Carnahan,,,,,,,,,,,,,,,,,0
s9578,amazon,Omegia Keeys,,,,,,,,,,,,,,,,,0
s9579,amazon,Camillo Bazzoni,,,,,,,,,,,,,,,,,0
s9580,amazon,Sylvain White,,,,,,,,,,,,,,,,,0
s9581,amazon,Eric Laneuville,,,,,,,,,,,,,,,,,0
s9583,amazon,Anthony Page,,,,,,,,,,,,,,,,,0
s9584,amazon,John Uche,,,,,,,,,,,,,,,,,0
s9586,amazon,Terry Winkless,,,,,,,,,,,,,,,,,0
s9588,amazon,J. Lee Thompson,,,,,,,,,,,,,,,,,0
s9589,amazon,Jason Friedberg, Aaron Seltzer,,,,,,,,,,,,,,,,1
s9590,amazon,Amanda Sonnenschein, Michael Bloom, Grannell Knox,,,,,,,,,,,,,,,1
s9591,amazon,20th_century_fox,,,,,,,,,,,,,,,,,0
s9592,amazon,Zorba Grashin,,,,,,,,,,,,,,,,,0
s9593,amazon,Philip Gunn,,,,,,,,,,,,,,,,,0
s9594,amazon,Noah Baumbach,,,,,,,,,,,,,,,,,0
s9595,amazon,Betty Thomas,,,,,,,,,,,,,,,,,0
s9596,amazon,Patrick McConnell,,,,,,,,,,,,,,,,,0
s9597,amazon,Kazuhiro Furuhashi,,,,,,,,,,,,,,,,,0
s9598,amazon,Ville Jankeri,,,,,,,,,,,,,,,,,0
s9599,amazon,Mohammed Iansana,,,,,,,,,,,,,,,,,0
s9600,amazon,Gary Nelson,,,,,,,,,,,,,,,,,0
s9601,amazon,Giulio Base, Terence Hill,,,,,,,,,,,,,,,,1
s9602,amazon,Shawn Levy,,,,,,,,,,,,,,,,,0
s9603,amazon,Sabarinathan Muthupandian,,,,,,,,,,,,,,,,,0
s9604,amazon,Bharath Kumar Pathipati, Raja Lakkapragada,,,,,,,,,,,,,,,,1
s9605,amazon,Gary Winick,,,,,,,,,,,,,,,,,0
s9606,amazon,Joseph Sargent,,,,,,,,,,,,,,,,,0
s9607,amazon,Ron Lagomarsino,,,,,,,,,,,,,,,,,0
s9608,amazon,Rawindra Pulle,,,,,,,,,,,,,,,,,0
s9609,amazon,Kike Maíllo,,,,,,,,,,,,,,,,,0
s9610,amazon,Casey Walker,,,,,,,,,,,,,,,,,0
s9611,amazon,Ty Hodges,,,,,,,,,,,,,,,,,0
s9612,amazon,Esther Abah,,,,,,,,,,,,,,,,,0
s9614,amazon,Tom Vaughan,,,,,,,,,,,,,,,,,0
s9615,amazon,Tom Vaughan,,,,,,,,,,,,,,,,,0
s9616,amazon,Cameron Crowe,,,,,,,,,,,,,,,,,0
s9617,amazon,Alex Zamm,,,,,,,,,,,,,,,,,0
s9618,amazon,David Gordon Green,,,,,,,,,,,,,,,,,0
s9619,amazon,David Gordon Green,,,,,,,,,,,,,,,,,0
s9620,amazon,Max Coronel,,,,,,,,,,,,,,,,,0
s9621,amazon,Jim Sharman,,,,,,,,,,,,,,,,,0
s9622,amazon,Peter Cattaneo,,,,,,,,,,,,,,,,,0
s9624,amazon,Rob Reiner,,,,,,,,,,,,,,,,,0
s9625,amazon,Marleen Gorris,,,,,,,,,,,,,,,,,0
s9627,amazon,A.L. Vijay,,,,,,,,,,,,,,,,,0
s9628,amazon,A.L. Vijay,,,,,,,,,,,,,,,,,0
s9629,amazon,A.L. Vijay,,,,,,,,,,,,,,,,,0
s9630,amazon,A.L. Vijay,,,,,,,,,,,,,,,,,0
s9631,amazon,Michael Berz,,,,,,,,,,,,,,,,,0
s9632,amazon,David Dobkin,,,,,,,,,,,,,,,,,0
s9634,amazon,Garry Marshall,,,,,,,,,,,,,,,,,0
s9635,amazon,Garry Marshall,,,,,,,,,,,,,,,,,0
s9639,amazon,Kishore Tummala,,,,,,,,,,,,,,,,,0
s9640,amazon,Phil Traill,,,,,,,,,,,,,,,,,0
s9641,amazon,Jason Friedberg, Aaron Setzer,,,,,,,,,,,,,,,,1
s9642,amazon,David Frankel,,,,,,,,,,,,,,,,,0
s9644,amazon,Edward Zwick,,,,,,,,,,,,,,,,,0
s9645,amazon,Jonathan Dayton, Valerie Faris,,,,,,,,,,,,,,,,1
s9647,amazon,20th_century_fox,,,,,,,,,,,,,,,,,0
s9649,amazon,Danny Cannon,,,,,,,,,,,,,,,,,0
s9650,amazon,Francis Ford Coppola,,,,,,,,,,,,,,,,,0
s9651,amazon,Kishore Tummala,,,,,,,,,,,,,,,,,0
s9653,amazon,Pepsy Romanoff,,,,,,,,,,,,,,,,,0
s9654,amazon,Shawn Levy,,,,,,,,,,,,,,,,,0
s9655,amazon,Olaf Ittenbach,,,,,,,,,,,,,,,,,0
s9657,amazon,Vamshi P,,,,,,,,,,,,,,,,,0
s9658,amazon,Kristi Jacobson, Lori Silverbush,,,,,,,,,,,,,,,,1
s9660,amazon,Gil Junger,,,,,,,,,,,,,,,,,0
s9661,amazon,John-Paul Davidson, Stephen Warbeck,,,,,,,,,,,,,,,,1
s9663,amazon,Emily Skye,,,,,,,,,,,,,,,,,0
s9664,amazon,Joseph H. Lewis,,,,,,,,,,,,,,,,,0
s9666,amazon,Steve Barker,,,,,,,,,,,,,,,,,0
s9668,amazon,Daniel Barber,,,,,,,,,,,,,,,,,0
s7,netflix,Robert Cullen, José Luis Ucha,,,,,,,,,,,,,,,,1
s8,netflix,Haile Gerima,,,,,,,,,,,,,,,,,0
s10,netflix,Theodore Melfi,,,,,,,,,,,,,,,,,0
s13,netflix,Christian Schwochow,,,,,,,,,,,,,,,,,0
s14,netflix,Bruno Garotti,,,,,,,,,,,,,,,,,0
s19,netflix,Adam Salky,,,,,,,,,,,,,,,,,0
s23,netflix,K.S. Ravikumar,,,,,,,,,,,,,,,,,0
s24,netflix,Alex Woo, Stanley Moore,,,,,,,,,,,,,,,,1
s25,netflix,S. Shankar,,,,,,,,,,,,,,,,,0
s27,netflix,Rajiv Menon,,,,,,,,,,,,,,,,,0
s28,netflix,Dennis Dugan,,,,,,,,,,,,,,,,,0
s29,netflix,Scott Stewart,,,,,,,,,,,,,,,,,0
s30,netflix,Robert Luketic,,,,,,,,,,,,,,,,,0
s31,netflix,Ashwiny Iyer Tiwari, Abhishek Chaubey, Saket Chaudhary,,,,,,,,,,,,,,,1
s36,netflix,Daniel Sandu,,,,,,,,,,,,,,,,,0
s37,netflix,Cédric Jimenez,,,,,,,,,,,,,,,,,0
s39,netflix,George Nolfi,,,,,,,,,,,,,,,,,0
s42,netflix,Steven Spielberg,,,,,,,,,,,,,,,,,0
s43,netflix,Jeannot Szwarc,,,,,,,,,,,,,,,,,0
s44,netflix,Joe Alves,,,,,,,,,,,,,,,,,0
s45,netflix,Joseph Sargent,,,,,,,,,,,,,,,,,0
s47,netflix,Daniel Espinosa,,,,,,,,,,,,,,,,,0
s49,netflix,Antoine Fuqua,,,,,,,,,,,,,,,,,0
s52,netflix,Toshiya Shinohara,,,,,,,,,,,,,,,,,0
s53,netflix,Toshiya Shinohara,,,,,,,,,,,,,,,,,0
s54,netflix,Toshiya Shinohara,,,,,,,,,,,,,,,,,0
s55,netflix,Toshiya Shinohara,,,,,,,,,,,,,,,,,0
s57,netflix,Masahiko Murata,,,,,,,,,,,,,,,,,0
s58,netflix,Hajime Kamegaki,,,,,,,,,,,,,,,,,0
s59,netflix,Masahiko Murata,,,,,,,,,,,,,,,,,0
s60,netflix,Hajime Kamegaki,,,,,,,,,,,,,,,,,0
s61,netflix,Masahiko Murata,,,,,,,,,,,,,,,,,0
s62,netflix,Hirotsugu Kawasaki,,,,,,,,,,,,,,,,,0
s63,netflix,Toshiyuki Tsuru,,,,,,,,,,,,,,,,,0
s64,netflix,Tensai Okamura,,,,,,,,,,,,,,,,,0
s65,netflix,David Yarovesky,,,,,,,,,,,,,,,,,0
s69,netflix,Hanns-Bruno Kammertöns, Vanessa Nöcker, Michael Wech,,,,,,,,,,,,,,,1
s72,netflix,David A. Vargas,,,,,,,,,,,,,,,,,0
s74,netflix,Kemi Adetiba,,,,,,,,,,,,,,,,,0
s76,netflix,Ben Simms,,,,,,,,,,,,,,,,,0
s78,netflix,Prakash Satam,,,,,,,,,,,,,,,,,0
s79,netflix,Delhiprasad Deenadayalan,,,,,,,,,,,,,,,,,0
s80,netflix,Delhiprasad Deenadayalan,,,,,,,,,,,,,,,,,0
s81,netflix,Tomer Eshed,,,,,,,,,,,,,,,,,0
s82,netflix,Cedric Nicolas-Troyan,,,,,,,,,,,,,,,,,0
s85,netflix,JJC Skillz, Funke Akindele,,,,,,,,,,,,,,,,1
s87,netflix,Thomas Sieben,,,,,,,,,,,,,,,,,0
s89,netflix,Marcus Clarke,,,,,,,,,,,,,,,,,0
s91,netflix,Alice Waddington,,,,,,,,,,,,,,,,,0
s94,netflix,Alexis Almström,,,,,,,,,,,,,,,,,0
s95,netflix,Raja Gosnell,,,,,,,,,,,,,,,,,0
s97,netflix,Stephen Kijak,,,,,,,,,,,,,,,,,0
s104,netflix,Yemi Amodu,,,,,,,,,,,,,,,,,0
s106,netflix,Lijo Jose Pellissery,,,,,,,,,,,,,,,,,0
s108,netflix,David de Vos,,,,,,,,,,,,,,,,,0
s113,netflix,Sara Colangelo,,,,,,,,,,,,,,,,,0
s114,netflix,Stephen Herek,,,,,,,,,,,,,,,,,0
s115,netflix,Rahul Rawail,,,,,,,,,,,,,,,,,0
s116,netflix,Jane Campion,,,,,,,,,,,,,,,,,0
s117,netflix,Nagesh Kukunoor,,,,,,,,,,,,,,,,,0
s119,netflix,Shanker Raman,,,,,,,,,,,,,,,,,0
s120,netflix,JP Habac,,,,,,,,,,,,,,,,,0
s123,netflix,Jane Campion,,,,,,,,,,,,,,,,,0
s127,netflix,Vidhu Vinod Chopra,,,,,,,,,,,,,,,,,0
s128,netflix,Mark Rosman,,,,,,,,,,,,,,,,,0
s129,netflix,Gilles Paquet-Brenner,,,,,,,,,,,,,,,,,0
s130,netflix,Lasse Hallström,,,,,,,,,,,,,,,,,0
s131,netflix,Scott Pleydell-Pearce,,,,,,,,,,,,,,,,,0
s132,netflix,Ridley Scott,,,,,,,,,,,,,,,,,0
s134,netflix,Neill Blomkamp,,,,,,,,,,,,,,,,,0
s135,netflix,Phillip Noyce,,,,,,,,,,,,,,,,,0
s136,netflix,Renny Harlin,,,,,,,,,,,,,,,,,0
s137,netflix,Anthony Minghella,,,,,,,,,,,,,,,,,0
s138,netflix,Simon Wincer,,,,,,,,,,,,,,,,,0
s139,netflix,Lasse Hallström,,,,,,,,,,,,,,,,,0
s140,netflix,Spike Lee,,,,,,,,,,,,,,,,,0
s141,netflix,Sebastián Schindel,,,,,,,,,,,,,,,,,0
