show_id,plataforma,director1,director2,director3,director4,director5,director6,director7,director8,director9,director10,director11,director12,director13,director14,director15,director16,director17,codireccion
s4221,amazon,Clive Entwistle,,,,,,,,,,,,,,,,,0
s4223,amazon,John Hunter,,,,,,,,,,,,,,,,,0
s4224,amazon,Jose Magan,,,,,,,,,,,,,,,,,0
s4226,amazon,Richard Dennison,,,,,,,,,,,,,,,,,0
s4227,amazon,Fritz Lang,,,,,,,,,,,,,,,,,0
s4228,amazon,Jay Chapman,,,,,,,,,,,,,,,,,0
s4229,amazon,Andrew Thomas Hunt,,,,,,,,,,,,,,,,,0
s4230,amazon,Dean Lowell,,,,,,,,,,,,,,,,,0
s4231,amazon,Doug Campbell,,,,,,,,,,,,,,,,,0
s4232,amazon,Anthony C. Ferrante,,,,,,,,,,,,,,,,,0
s4233,amazon,Earl Bellamy,,,,,,,,,,,,,,,,,0
s4234,amazon,Mark Knight,,,,,,,,,,,,,,,,,0
s4236,amazon,John Ford,,,,,,,,,,,,,,,,,0
s4238,amazon,Michael Noer,,,,,,,,,,,,,,,,,0
s4240,amazon,Lee Tamahori,,,,,,,,,,,,,,,,,0
s4243,amazon,Blair Treu,,,,,,,,,,,,,,,,,0
s4245,amazon,Brian Aabech,,,,,,,,,,,,,,,,,0
s4246,amazon,David Czarnetzki,,,,,,,,,,,,,,,,,0
s4247,amazon,Chris Nahon,,,,,,,,,,,,,,,,,0
s4248,amazon,Matthew O. Henderson,,,,,,,,,,,,,,,,,0
s4249,amazon,Moritz Rechenberg,,,,,,,,,,,,,,,,,0
s4250,amazon,Anthony Burns,,,,,,,,,,,,,,,,,0
s4251,amazon,Clive Barker,,,,,,,,,,,,,,,,,0
s4252,amazon,Michael Lehmann,,,,,,,,,,,,,,,,,0
s4254,amazon,Marcus Nispel,,,,,,,,,,,,,,,,,0
s4255,amazon,James Yukich,,,,,,,,,,,,,,,,,0
s4256,amazon,Chris Fisher,,,,,,,,,,,,,,,,,0
s4257,amazon,Zak Bagans,,,,,,,,,,,,,,,,,0
s4258,amazon,Gregory Gieras,,,,,,,,,,,,,,,,,0
s4259,amazon,Vishal Devrukhkar,,,,,,,,,,,,,,,,,0
s4262,amazon,Johannes Roberts,,,,,,,,,,,,,,,,,0
s4265,amazon,Santhosh Ananddram,,,,,,,,,,,,,,,,,0
s4266,amazon,Juan Carlos Rubio,,,,,,,,,,,,,,,,,0
s4267,amazon,Mohana Krishna Indraganti,,,,,,,,,,,,,,,,,0
s4268,amazon,Louis Garrel,,,,,,,,,,,,,,,,,0
s4269,amazon,Anne Pick, Bill Spahic,,,,,,,,,,,,,,,,1
s4271,amazon,Lawrence Fowler,,,,,,,,,,,,,,,,,0
s4272,amazon,Robert Harling,,,,,,,,,,,,,,,,,0
s4273,amazon,Bruno Barreto,,,,,,,,,,,,,,,,,0
s4274,amazon,Andrea Kalin, Bill Duke,,,,,,,,,,,,,,,,1
s4276,amazon,Titus Paar,,,,,,,,,,,,,,,,,0
s4277,amazon,Edward Zwick,,,,,,,,,,,,,,,,,0
s4279,amazon,Eric 'Ptah' Herbert,,,,,,,,,,,,,,,,,0
s4280,amazon,Chris Zonnas,,,,,,,,,,,,,,,,,0
s4281,amazon,Jing Wong, Corey Yuen,,,,,,,,,,,,,,,,1
s4282,amazon,Theresa Demarest,,,,,,,,,,,,,,,,,0
s4283,amazon,Anudeep KV,,,,,,,,,,,,,,,,,0
s4284,amazon,Tom Hadzor,,,,,,,,,,,,,,,,,0
s4285,amazon,Lucy Coleman,,,,,,,,,,,,,,,,,0
s4286,amazon,Javier Fesser,,,,,,,,,,,,,,,,,0
s4287,amazon,Aubrey Scotto,,,,,,,,,,,,,,,,,0
s4288,amazon,Alex Knapp,,,,,,,,,,,,,,,,,0
s4289,amazon,Ed Perkins,,,,,,,,,,,,,,,,,0
s4290,amazon,Mikey Indio Cedano Jr,,,,,,,,,,,,,,,,,0
s4291,amazon,Jason Killian Meath,,,,,,,,,,,,,,,,,0
s4292,amazon,Jon Knautz,,,,,,,,,,,,,,,,,0
s4293,amazon,Tay Garnett,,,,,,,,,,,,,,,,,0
s4294,amazon,Darin Scott,,,,,,,,,,,,,,,,,0
s4295,amazon,Siddharth Vasani,,,,,,,,,,,,,,,,,0
s4296,amazon,Louis J. Gasnier,,,,,,,,,,,,,,,,,0
s4298,amazon,Toby Genkel, Sean McCormack,,,,,,,,,,,,,,,,1
s4299,amazon,Vic Sarin,,,,,,,,,,,,,,,,,0
s4300,amazon,Brad Silberling,,,,,,,,,,,,,,,,,0
s4301,amazon,Oliver Stone,,,,,,,,,,,,,,,,,0
s4302,amazon,Todd Haynes,,,,,,,,,,,,,,,,,0
s4304,amazon,Lorna Tucker,,,,,,,,,,,,,,,,,0
s4305,amazon,Tim Wolochatiuk,,,,,,,,,,,,,,,,,0
s4307,amazon,Peter Nelson,,,,,,,,,,,,,,,,,0
s4308,amazon,Sean Byrne,,,,,,,,,,,,,,,,,0
s4309,amazon,Fred Durst,,,,,,,,,,,,,,,,,0
s4310,amazon,Martin Munthe,,,,,,,,,,,,,,,,,0
s4311,amazon,Renju Ramesh,,,,,,,,,,,,,,,,,0
s4312,amazon,Adam Buck,,,,,,,,,,,,,,,,,0
s4313,amazon,Edward L. Cahn, Melville W. Brown,,,,,,,,,,,,,,,,1
s4315,amazon,HooplaKidz,,,,,,,,,,,,,,,,,0
s4317,amazon,Ivan Kavanagh,,,,,,,,,,,,,,,,,0
s4320,amazon,Rajesh M Selva,,,,,,,,,,,,,,,,,0
s4321,amazon,Frank Capra,,,,,,,,,,,,,,,,,0
s4323,amazon,John Stockwell,,,,,,,,,,,,,,,,,0
s4324,amazon,Steve Race,,,,,,,,,,,,,,,,,0
s4325,amazon,John Asher,,,,,,,,,,,,,,,,,0
s4328,amazon,Kevin Connolly,,,,,,,,,,,,,,,,,0
s4329,amazon,Manbhavan Singh,,,,,,,,,,,,,,,,,0
s4333,amazon,Ferzan Ozpetek,,,,,,,,,,,,,,,,,0
s4335,amazon,John Herzfeld,,,,,,,,,,,,,,,,,0
s4336,amazon,Robert Ramirez,,,,,,,,,,,,,,,,,0
s4339,amazon,J. Sabarish,,,,,,,,,,,,,,,,,0
s4340,amazon,Robert Cuffley,,,,,,,,,,,,,,,,,0
s4341,amazon,K. Subash,,,,,,,,,,,,,,,,,0
s4342,amazon,Stevin John,,,,,,,,,,,,,,,,,0
s4343,amazon,BabyBus,,,,,,,,,,,,,,,,,0
s4344,amazon,Karyn Kusama,,,,,,,,,,,,,,,,,0
s4345,amazon,Andrew Traucki,,,,,,,,,,,,,,,,,0
s4346,amazon,JayTee Thompson,,,,,,,,,,,,,,,,,0
s4347,amazon,Cole Claassen,,,,,,,,,,,,,,,,,0
s4348,amazon,Adrian Grunberg,,,,,,,,,,,,,,,,,0
s4349,amazon,Jason R. Goode,,,,,,,,,,,,,,,,,0
s4351,amazon,Jorge Hinojosa,,,,,,,,,,,,,,,,,0
s4352,amazon,Uga Carlini,,,,,,,,,,,,,,,,,0
s4354,amazon,Santhosh Ananddram,,,,,,,,,,,,,,,,,0
s4355,amazon,Santhosh Ananddram,,,,,,,,,,,,,,,,,0
s4356,amazon,Peter Stylianou,,,,,,,,,,,,,,,,,0
s4357,amazon,Max Nichols,,,,,,,,,,,,,,,,,0
s4358,amazon,Andrew Kazamia,,,,,,,,,,,,,,,,,0
s4359,amazon,Jofin T. Chacko,,,,,,,,,,,,,,,,,0
s4360,amazon,Alfred Hitchcock,,,,,,,,,,,,,,,,,0
s4361,amazon,George Stevens,,,,,,,,,,,,,,,,,0
s4363,amazon,Ali Abbas Zafar,,,,,,,,,,,,,,,,,0
s4364,amazon,Peter Borg,,,,,,,,,,,,,,,,,0
s4365,amazon,Renju Ramesh,,,,,,,,,,,,,,,,,0
s4366,amazon,Jonathan Edwards,,,,,,,,,,,,,,,,,0
s4368,amazon,Harold Schuster,,,,,,,,,,,,,,,,,0
s4372,amazon,Felix Chong, Alan Mak,,,,,,,,,,,,,,,,1
s4373,amazon,Alan Mak, Felix Chong,,,,,,,,,,,,,,,,1
s4374,amazon,Zu Quirke,,,,,,,,,,,,,,,,,0
s4375,amazon,Paul-Razvan Macovei,,,,,,,,,,,,,,,,,0
s4376,amazon,John Badham,,,,,,,,,,,,,,,,,0
s4377,amazon,Philippe Falardeau,,,,,,,,,,,,,,,,,0
s4378,amazon,J. Parthiban,,,,,,,,,,,,,,,,,0
s4379,amazon,V.Vinay Kumar,,,,,,,,,,,,,,,,,0
s4380,amazon,Héctor Rodríguez,,,,,,,,,,,,,,,,,0
s4381,amazon,Silk White,,,,,,,,,,,,,,,,,0
s4382,amazon,Justin Paul Ritter,,,,,,,,,,,,,,,,,0
s4383,amazon,Buta Singh,,,,,,,,,,,,,,,,,0
s4384,amazon,Jay Duplass, Mark Duplass,,,,,,,,,,,,,,,,1
s4385,amazon,Sergio Guerrero Garzafox,,,,,,,,,,,,,,,,,0
s4386,amazon,David Lee,,,,,,,,,,,,,,,,,0
s4387,amazon,John T. Coyle,,,,,,,,,,,,,,,,,0
s4388,amazon,Lina Wertmüller,,,,,,,,,,,,,,,,,0
s4389,amazon,Paul A. Kaufman,,,,,,,,,,,,,,,,,0
s4390,amazon,Tyler Wayne,,,,,,,,,,,,,,,,,0
s4391,amazon,USP Studios,,,,,,,,,,,,,,,,,0
s4392,amazon,Vijay Peddakotla,,,,,,,,,,,,,,,,,0
s4393,amazon,Emily Cohn,,,,,,,,,,,,,,,,,0
s4394,amazon,C. Ranganathan,,,,,,,,,,,,,,,,,0
s4395,amazon,Catherine Cyran,,,,,,,,,,,,,,,,,0
s4397,amazon,TARUN MAJUMDER,,,,,,,,,,,,,,,,,0
s4398,amazon,Indra Kumar,,,,,,,,,,,,,,,,,0
s4399,amazon,Doug Campbell,,,,,,,,,,,,,,,,,0
s4400,amazon,Norma Bailey,,,,,,,,,,,,,,,,,0
s4401,amazon,Shannon Kohli,,,,,,,,,,,,,,,,,0
s4402,amazon,Pablo Behrens,,,,,,,,,,,,,,,,,0
s4403,amazon,Natty Zavitz,,,,,,,,,,,,,,,,,0
s4404,amazon,Anasuya Samanta,,,,,,,,,,,,,,,,,0
s4405,amazon,April Mullen,,,,,,,,,,,,,,,,,0
s4406,amazon,Wong Jing,,,,,,,,,,,,,,,,,0
s4407,amazon,Allan Harmon,,,,,,,,,,,,,,,,,0
s4408,amazon,Chae Ki-jun,,,,,,,,,,,,,,,,,0
s4410,amazon,Myles Sorensen,,,,,,,,,,,,,,,,,0
s4412,amazon,Sergey Popov,,,,,,,,,,,,,,,,,0
s4413,amazon,Ratnakar Peravali,,,,,,,,,,,,,,,,,0
s4414,amazon,Christopher Olen Ray,,,,,,,,,,,,,,,,,0
s4416,amazon,Shaji Kailas,,,,,,,,,,,,,,,,,0
s4417,amazon,Alexander Holt, Lance Roehrig,,,,,,,,,,,,,,,,1
s4418,amazon,Azim Lateef,,,,,,,,,,,,,,,,,0
s4419,amazon,Kashmiere Rich,,,,,,,,,,,,,,,,,0
s4423,amazon,Ashok Pati,,,,,,,,,,,,,,,,,0
s4424,amazon,Sam J Chaitanya,,,,,,,,,,,,,,,,,0
s4426,amazon,Frédéric D'Amours,,,,,,,,,,,,,,,,,0
s4427,amazon,Gil Cates Jr,,,,,,,,,,,,,,,,,0
s4428,amazon,Mark A.Z Dippe, Taedong Park,,,,,,,,,,,,,,,,1
s4429,amazon,Thomas Freeman Jr,,,,,,,,,,,,,,,,,0
s4430,amazon,Yvonne Mackay,,,,,,,,,,,,,,,,,0
s4431,amazon,William F. Claxton,,,,,,,,,,,,,,,,,0
s4432,amazon,Sauvik Kundu,,,,,,,,,,,,,,,,,0
s4433,amazon,Chaitanya Reddy Vaka,,,,,,,,,,,,,,,,,0
s4434,amazon,Armond Cohen,,,,,,,,,,,,,,,,,0
s4438,amazon,Ram Gopal Varma,,,,,,,,,,,,,,,,,0
s4440,amazon,Jayanth Gali,,,,,,,,,,,,,,,,,0
s4443,amazon,William Friedkin,,,,,,,,,,,,,,,,,0
s4444,amazon,Peter O'Brian,,,,,,,,,,,,,,,,,0
s4445,amazon,Roger Melvin,,,,,,,,,,,,,,,,,0
s4446,amazon,USP Studios,,,,,,,,,,,,,,,,,0
s4447,amazon,Arturo Montenegro,,,,,,,,,,,,,,,,,0
s4448,amazon,Rituparno Ghosh,,,,,,,,,,,,,,,,,0
s4449,amazon,Fred Newmeyer, Fred C. Newmeyer,,,,,,,,,,,,,,,,1
s4450,amazon,Ramana S. Venkat,,,,,,,,,,,,,,,,,0
s4451,amazon,Michael Chuah,,,,,,,,,,,,,,,,,0
s4452,amazon,Torsten Hoffmann, Michael Watchulonis,,,,,,,,,,,,,,,,1
s4453,amazon,Jonathan Meyers,,,,,,,,,,,,,,,,,0
s4454,amazon,Tony McNamara,,,,,,,,,,,,,,,,,0
s4455,amazon,Toa Fraser,,,,,,,,,,,,,,,,,0
s4456,amazon,Richard Berry,,,,,,,,,,,,,,,,,0
s4458,amazon,Alan Ball,,,,,,,,,,,,,,,,,0
s4460,amazon,Charlie Vaughn,,,,,,,,,,,,,,,,,0
s4461,amazon,Renata Gabryjelska,,,,,,,,,,,,,,,,,0
s4462,amazon,Isaac Ezban,,,,,,,,,,,,,,,,,0
s4464,amazon,Vic Sarin,,,,,,,,,,,,,,,,,0
s4465,amazon,Dennis Alexander Nicholson,,,,,,,,,,,,,,,,,0
s4467,amazon,Alma Har’el,,,,,,,,,,,,,,,,,0
s4468,amazon,Tucky Williams,,,,,,,,,,,,,,,,,0
s4470,amazon,Richard Tanne,,,,,,,,,,,,,,,,,0
s4471,amazon,Brian Volk-Weiss,,,,,,,,,,,,,,,,,0
s4474,amazon,Patrick Vollrath,,,,,,,,,,,,,,,,,0
s4475,amazon,Hank McCune,,,,,,,,,,,,,,,,,0
s4479,amazon,Juwan Lee,,,,,,,,,,,,,,,,,0
s4481,amazon,Vishal Bhardwaj,,,,,,,,,,,,,,,,,0
s4483,amazon,Michael Dillon,,,,,,,,,,,,,,,,,0
s4484,amazon,Caarthik Raju,,,,,,,,,,,,,,,,,0
s4485,amazon,Leslie H. Martinson,,,,,,,,,,,,,,,,,0
s4486,amazon,Robert McCallum, Jordan C. Morris,,,,,,,,,,,,,,,,1
s4488,amazon,Frank Mosley,,,,,,,,,,,,,,,,,0
s4490,amazon,Fred Zinnemann,,,,,,,,,,,,,,,,,0
s4492,amazon,Keyaar,,,,,,,,,,,,,,,,,0
s4493,amazon,Jeff Pearson,,,,,,,,,,,,,,,,,0
s4494,amazon,Michael Nickles,,,,,,,,,,,,,,,,,0
s4495,amazon,David Mitchell,,,,,,,,,,,,,,,,,0
s4497,amazon,Naveen Kumar M.N.,,,,,,,,,,,,,,,,,0
s4498,amazon,Rex Piano,,,,,,,,,,,,,,,,,0
s4499,amazon,Dinesh Vijan,,,,,,,,,,,,,,,,,0
s4500,amazon,Rafa Cortes,,,,,,,,,,,,,,,,,0
s4501,amazon,Robert Fernandez,,,,,,,,,,,,,,,,,0
s4502,amazon,Gilles LeGrand,,,,,,,,,,,,,,,,,0
s4503,amazon,Terence Young,,,,,,,,,,,,,,,,,0
s4504,amazon,Pavel Lungin,,,,,,,,,,,,,,,,,0
s4505,amazon,Axelle Carolyn,,,,,,,,,,,,,,,,,0
s4506,amazon,Amole Gupte,,,,,,,,,,,,,,,,,0
s4507,amazon,Patrice Chereau,,,,,,,,,,,,,,,,,0
s4508,amazon,Teja,,,,,,,,,,,,,,,,,0
s4509,amazon,Laurent Chouchan,,,,,,,,,,,,,,,,,0
s4510,amazon,Jorge Gaggero,,,,,,,,,,,,,,,,,0
s4511,amazon,Arthur Joffe,,,,,,,,,,,,,,,,,0
s4512,amazon,Lucian Pintille,,,,,,,,,,,,,,,,,0
s4513,amazon,Jean Yarbrough,,,,,,,,,,,,,,,,,0
s4514,amazon,Herve Bodilis,,,,,,,,,,,,,,,,,0
s4515,amazon,Micha Wald,,,,,,,,,,,,,,,,,0
s4516,amazon,Dominique Abel Fiona Gordon Bruno Romy,,,,,,,,,,,,,,,,,0
s4517,amazon,Ruud van Hemert,,,,,,,,,,,,,,,,,0
s4518,amazon,Xavier Beauvois,,,,,,,,,,,,,,,,,0
s4519,amazon,Luis Bunuel,,,,,,,,,,,,,,,,,0
s4520,amazon,K Bhavani Shanker,,,,,,,,,,,,,,,,,0
s4521,amazon,Fabienne Godet,,,,,,,,,,,,,,,,,0
s4522,amazon,Julie Gavras,,,,,,,,,,,,,,,,,0
s4523,amazon,Jean-Paul Rappeneau,,,,,,,,,,,,,,,,,0
s4525,amazon,Bruno Podalydes,,,,,,,,,,,,,,,,,0
s4526,amazon,Shauna MacDonald, Kate Johnston,,,,,,,,,,,,,,,,1
s4527,amazon,Richard Harris, Maurquis Boone,,,,,,,,,,,,,,,,1
s4528,amazon,F.W. Murnau,,,,,,,,,,,,,,,,,0
s4529,amazon,Jon Binkowski,,,,,,,,,,,,,,,,,0
s4530,amazon,Tim Gray,,,,,,,,,,,,,,,,,0
s4531,amazon,Charles Winkler,,,,,,,,,,,,,,,,,0
s4532,amazon,Muraliappas,,,,,,,,,,,,,,,,,0
s4534,amazon,Christopher Norton,,,,,,,,,,,,,,,,,0
s4536,amazon,Billy Simpson,,,,,,,,,,,,,,,,,0
s4537,amazon,Scott P. Levy,,,,,,,,,,,,,,,,,0
s4538,amazon,Zeptolab,,,,,,,,,,,,,,,,,0
s4539,amazon,Shawn Levy,,,,,,,,,,,,,,,,,0
s4540,amazon,David Gidali,,,,,,,,,,,,,,,,,0
s4541,amazon,John Barker,,,,,,,,,,,,,,,,,0
s4542,amazon,Michael Dowse,,,,,,,,,,,,,,,,,0
s4543,amazon,B.S.Pradeep Varma,,,,,,,,,,,,,,,,,0
s4544,amazon,Bernard Gourley,,,,,,,,,,,,,,,,,0
s4546,amazon,Jonathan Jäggi,,,,,,,,,,,,,,,,,0
s4548,amazon,Norman Jewison,,,,,,,,,,,,,,,,,0
s4549,amazon,Bob Giordano,,,,,,,,,,,,,,,,,0
s4550,amazon,Jonathan Tydor,,,,,,,,,,,,,,,,,0
s4551,amazon,Christian Tureaud, David Salzberg,,,,,,,,,,,,,,,,1
s4554,amazon,Allan Northern,,,,,,,,,,,,,,,,,0
s4555,amazon,Brian Volk-Weiss, Samuel Brownfield,,,,,,,,,,,,,,,,1
s4556,amazon,David Mackenzie,,,,,,,,,,,,,,,,,0
s4558,amazon,Tarun Sudhir,,,,,,,,,,,,,,,,,0
s4559,amazon,Tarun Sudhir,,,,,,,,,,,,,,,,,0
s4561,amazon,David DeCoteau,,,,,,,,,,,,,,,,,0
s4562,amazon,Christopher R. Miles,,,,,,,,,,,,,,,,,0
s4564,amazon,A. R. Murugadoss,,,,,,,,,,,,,,,,,0
s4565,amazon,Dharmesh Darshan,,,,,,,,,,,,,,,,,0
s4566,amazon,Turner Clay,,,,,,,,,,,,,,,,,0
s4568,amazon,Nicolas Moneuse,,,,,,,,,,,,,,,,,0
s4569,amazon,Elena Altman,,,,,,,,,,,,,,,,,0
s4571,amazon,Jay Dockendorf,,,,,,,,,,,,,,,,,0
s4572,amazon,Daniel Roby,,,,,,,,,,,,,,,,,0
s4574,amazon,Premasish Dey,,,,,,,,,,,,,,,,,0
s4575,amazon,Tony Charmoli,,,,,,,,,,,,,,,,,0
s4576,amazon,Brian Trenchard-Smith,,,,,,,,,,,,,,,,,0
s4577,amazon,Lamb Florence,,,,,,,,,,,,,,,,,0
s4578,amazon,Nisha Ganatra,,,,,,,,,,,,,,,,,0
s4579,amazon,Shefali Bhushan,,,,,,,,,,,,,,,,,0
s4580,amazon,Kim Sung-ho,,,,,,,,,,,,,,,,,0
s4581,amazon,Stephen Cognetti,,,,,,,,,,,,,,,,,0
s4582,amazon,Dany Boon,,,,,,,,,,,,,,,,,0
s4585,amazon,Benny Chan,,,,,,,,,,,,,,,,,0
s4586,amazon,Tom Gatley,,,,,,,,,,,,,,,,,0
s4587,amazon,Hereward Pelling,,,,,,,,,,,,,,,,,0
s4588,amazon,R. Sundarrajan,,,,,,,,,,,,,,,,,0
s4589,amazon,Sharon Everitt,,,,,,,,,,,,,,,,,0
s4591,amazon,Kundan Shah,,,,,,,,,,,,,,,,,0
s4592,amazon,ARABINDA MUKHERJEE,,,,,,,,,,,,,,,,,0
s4593,amazon,David Jackson,,,,,,,,,,,,,,,,,0
s4594,amazon,Matt Ruskin,,,,,,,,,,,,,,,,,0
s4595,amazon,Ángel González,,,,,,,,,,,,,,,,,0
s4596,amazon,Robert Krantz, J.J. Englert,,,,,,,,,,,,,,,,1
s4597,amazon,Jean-Claude LaMarre,,,,,,,,,,,,,,,,,0
s4598,amazon,carl lindbergh,,,,,,,,,,,,,,,,,0
s4599,amazon,Stevin John,,,,,,,,,,,,,,,,,0
s4600,amazon,Pedring Lopez,,,,,,,,,,,,,,,,,0
s4601,amazon,Ravi Chopra,,,,,,,,,,,,,,,,,0
s4602,amazon,Les Mahoney,,,,,,,,,,,,,,,,,0
s4603,amazon,Arvind Kamath,,,,,,,,,,,,,,,,,0
s4606,amazon,Emilio Aragón,,,,,,,,,,,,,,,,,0
s4608,amazon,Mark Knight,,,,,,,,,,,,,,,,,0
s4610,amazon,Robbie Moffat,,,,,,,,,,,,,,,,,0
s4611,amazon,Will Wallace,,,,,,,,,,,,,,,,,0
s4612,amazon,André van Heerden,,,,,,,,,,,,,,,,,0
s4613,amazon,Angshuman Ghosh,,,,,,,,,,,,,,,,,0
s4615,amazon,Simerjit Singh,,,,,,,,,,,,,,,,,0
s4617,amazon,Remy Kohli,,,,,,,,,,,,,,,,,0
s4620,amazon,David Christians, Anonymous User,,,,,,,,,,,,,,,,1
s4621,amazon,Gireesaaya,,,,,,,,,,,,,,,,,0
s4624,amazon,Vishal Pandya,,,,,,,,,,,,,,,,,0
s4625,amazon,Anubhav Sinha,,,,,,,,,,,,,,,,,0
s4626,amazon,Pieter Kruit,,,,,,,,,,,,,,,,,0
s4627,amazon,Micah Barber,,,,,,,,,,,,,,,,,0
s4628,amazon,Shawn Arranha,,,,,,,,,,,,,,,,,0
s4629,amazon,Jason Friedberg,,,,,,,,,,,,,,,,,0
s4630,amazon,Hansal Mehta,,,,,,,,,,,,,,,,,0
s4631,amazon,Omung Kumar,,,,,,,,,,,,,,,,,0
s4632,amazon,Max McGuire,,,,,,,,,,,,,,,,,0
s4633,amazon,Saro Varjabedian,,,,,,,,,,,,,,,,,0
s4634,amazon,Sunhil Sippy,,,,,,,,,,,,,,,,,0
s4635,amazon,James D. Fields,,,,,,,,,,,,,,,,,0
s4637,amazon,Vivek Agnihotri,,,,,,,,,,,,,,,,,0
s4638,amazon,John Shepphird,,,,,,,,,,,,,,,,,0
s4639,amazon,Saket Chaudhary,,,,,,,,,,,,,,,,,0
s4640,amazon,Raja Menon,,,,,,,,,,,,,,,,,0
s4641,amazon,Omung Kumar,,,,,,,,,,,,,,,,,0
s4642,amazon,Bill Norton,,,,,,,,,,,,,,,,,0
s4643,amazon,Clive Turner, Roger Nall,,,,,,,,,,,,,,,,1
s4644,amazon,Fred Olen Ray,,,,,,,,,,,,,,,,,0
s4645,amazon,Gavin Wilding,,,,,,,,,,,,,,,,,0
s4646,amazon,Sumit Roy King,,,,,,,,,,,,,,,,,0
s4647,amazon,Song Chang-su,,,,,,,,,,,,,,,,,0
s4648,amazon,Sanjay Gupta,,,,,,,,,,,,,,,,,0
s4649,amazon,Dan Holmes,,,,,,,,,,,,,,,,,0
s4651,amazon,Don Adams, Harry James Picardi,,,,,,,,,,,,,,,,1
s4654,amazon,Mary Mazzio,,,,,,,,,,,,,,,,,0
s4655,amazon,Siddharth Anand,,,,,,,,,,,,,,,,,0
s4657,amazon,Simon Wincer,,,,,,,,,,,,,,,,,0
s4658,amazon,Jamie Thraves,,,,,,,,,,,,,,,,,0
s4659,amazon,Matt Eskandari,,,,,,,,,,,,,,,,,0
s4660,amazon,Wattsenglish Ltd.,,,,,,,,,,,,,,,,,0
s4661,amazon,Anthony Fabian,,,,,,,,,,,,,,,,,0
s4662,amazon,Desmond Davis,,,,,,,,,,,,,,,,,0
s4663,amazon,MANOJ KP,,,,,,,,,,,,,,,,,0
s4666,amazon,André Øvredal,,,,,,,,,,,,,,,,,0
s4667,amazon,Brian Nowak,,,,,,,,,,,,,,,,,0
s4669,amazon,Richard Linklater,,,,,,,,,,,,,,,,,0
s4670,amazon,Fred Schepisi,,,,,,,,,,,,,,,,,0
s4671,amazon,Mark Rydell,,,,,,,,,,,,,,,,,0
s4672,amazon,John Borowski,,,,,,,,,,,,,,,,,0
s4673,amazon,"Anthony ""CEO Peso"" Cremeans", Jason dbks Hampton,,,,,,,,,,,,,,,,1
s4674,amazon,Jay Karas,,,,,,,,,,,,,,,,,0
s4676,amazon,Daniel Zirilli,,,,,,,,,,,,,,,,,0
s4677,amazon,Spike Lee,,,,,,,,,,,,,,,,,0
s4678,amazon,Dean Devlin,,,,,,,,,,,,,,,,,0
s4679,amazon,A. C. Tirulokchandar,,,,,,,,,,,,,,,,,0
s4680,amazon,Mimmo Mancini,,,,,,,,,,,,,,,,,0
s4681,amazon,Swaroop RSJ,,,,,,,,,,,,,,,,,0
s4682,amazon,Darnell Martin,,,,,,,,,,,,,,,,,0
s4683,amazon,Marcello Fondato,,,,,,,,,,,,,,,,,0
s4684,amazon,Camille Delamarre,,,,,,,,,,,,,,,,,0
s4685,amazon,Jayvee Kang Margaja,,,,,,,,,,,,,,,,,0
s4686,amazon,Will Vinton,,,,,,,,,,,,,,,,,0
s4688,amazon,Andrea Dorfman,,,,,,,,,,,,,,,,,0
s4689,amazon,Tamara Tana,,,,,,,,,,,,,,,,,0
s4690,amazon,Dan Svátek,,,,,,,,,,,,,,,,,0
s4691,amazon,Dan Grin,,,,,,,,,,,,,,,,,0
s4692,amazon,David Raynr,,,,,,,,,,,,,,,,,0
s4693,amazon,Kenneth Lonergan,,,,,,,,,,,,,,,,,0
s4694,amazon,Shelagh Carter,,,,,,,,,,,,,,,,,0
s4696,amazon,Johnny K. Wu,,,,,,,,,,,,,,,,,0
s4699,amazon,William Butler,,,,,,,,,,,,,,,,,0
s4701,amazon,John Henry Westhead,,,,,,,,,,,,,,,,,0
s4703,amazon,Samuel Omole,,,,,,,,,,,,,,,,,0
s4704,amazon,Jonathan Milton,,,,,,,,,,,,,,,,,0
s4705,amazon,Test Director,,,,,,,,,,,,,,,,,0
s4706,amazon,Wael Ihsan,,,,,,,,,,,,,,,,,0
s4707,amazon,Richard Roy,,,,,,,,,,,,,,,,,0
s4709,amazon,Sriram Venu,,,,,,,,,,,,,,,,,0
s4710,amazon,Stefano Sollima,,,,,,,,,,,,,,,,,0
s4711,amazon,Joey Kuhn,,,,,,,,,,,,,,,,,0
s4712,amazon,Carl Hindmarch,,,,,,,,,,,,,,,,,0
s4713,amazon,Pema Dhondup,,,,,,,,,,,,,,,,,0
s4714,amazon,Tudley James,,,,,,,,,,,,,,,,,0
s4715,amazon,Hemant Madhukar,,,,,,,,,,,,,,,,,0
s4716,amazon,Jessica Janos,,,,,,,,,,,,,,,,,0
s4717,amazon,Billy Morrissette,,,,,,,,,,,,,,,,,0
s4719,amazon,Abhishek Kapoor,,,,,,,,,,,,,,,,,0
s4720,amazon,John Leekley,,,,,,,,,,,,,,,,,0
s4721,amazon,Chris Seaver,,,,,,,,,,,,,,,,,0
s4722,amazon,Galina Salgarelli,,,,,,,,,,,,,,,,,0
s4723,amazon,Justin Baird,,,,,,,,,,,,,,,,,0
s4724,amazon,Daniel Moreno,,,,,,,,,,,,,,,,,0
s4727,amazon,Akarsh Khurana,,,,,,,,,,,,,,,,,0
s4729,amazon,Michal Jarzabek,,,,,,,,,,,,,,,,,0
