show_id,titulo,director,elenco,anio,clasificacion,duracion,plataforma,genero,codireccion,elenco_oscar,elenco_gg,punt_media
as2,Take Care Good Night,Girish Joshi,"Mahesh Manjrekar, Abhay Mahajan, Sachin Khedekar",2018,13+,110,amazon,Drama,0,0,0,3.54868154158215
as17,Zoombies,Glenn Miller,"Marcus Anderson, Kaiwi Lyman, Andrew Asper",2016,13+,87,amazon,Horror,0,0,0,3.4989837398373984
as20,Zoe,Drake Doremus,"Ewan McGregor, Léa Seydoux, Theo James, Miranda Otto, Rashida Jones, Christina Aguilera, Matthew Gray Gubler, Anthony Shim",2018,R,104,amazon,Science Fiction,0,0,0,3.5867768595041323
as23,Zis Boom Bah,William Nigh,"Grace Hayes, Mary Healy",1941,NR/Sin clasificacion,62,amazon,Arts,0,0,0,3.5940919037199124
as25,Zandalee,Sam Pillsbury,"Nicolas Cage, Judge Reinhold, Erika Anderson, Joe Pantoliano, Viveca Lindfors, Aaron Neville, Steve Buscemi, Ian Abercrombie, Marisa Tomei, Jo-El Sonnier, Newell Alexander, Blaise Delacroix, Eliott Keener, Richard Greenberg, John Cutler, Thomas Iain",1991,R,94,amazon,Drama,0,0,0,3.5528455284552845
as33,Young Lovers,Ida Lupino,"Sally Forrest, Keefe Brasselle, Hugh O'Brian, Eve Miller, Lawrence Dobkin, Rita Lupino",1949,18+,86,amazon,Drama,0,0,0,3.5425055928411635
as37,You're Not You,George C. Wolfe,"Hilary Swank, Emmy Rossum, Josh Duhamel",2015,R,103,amazon,Drama,0,0,0,3.483495145631068
as39,Yoga with Sound Meditations,Mark Knight,Ann-Marie Newland,2016,ALL,9,amazon,Fitness,0,0,0,3.4712153518123667
as40,Yoga to Harness Your Chakra Energy,Mark Knight,Caroline Shola Arewa,2014,ALL,18,amazon,Faith and Spirituality,0,0,0,3.547808764940239
as41,Yoga to Ease Flight Anxiety,Mark Knight,Anne-Marie Newland,2016,ALL,14,amazon,Fitness,0,0,0,3.5220306513409962
as42,Yoga to Break Any Habit,Mark Knight,Dr Daniel J Nightingale,2014,ALL,20,amazon,Special Interest,0,0,0,3.5302375809935205
as44,Yoga Savasana Relaxation,Mark Knight,Anne-Marie Newland,2014,ALL,19,amazon,Fitness,0,0,0,3.5328389830508473
as45,Yoga for Relaxation Anywhere,Mark Knight,Anne-Marie Newland,2014,ALL,18,amazon,Fitness,0,0,0,3.4924406047516197
as46,Yoga for Relaxation and Stress Relief Anywhere,Mark Knight,Anne-Marie Newland,2014,ALL,20,amazon,Fitness,0,0,0,3.4871244635193133
as47,Yoga for Relaxation and Stress Relief,Mark Knight,Anne-Marie Newland,2014,ALL,20,amazon,Special Interest,0,0,0,3.5175824175824175
as48,Yoga for Mindfulness and Meditation,Mark Knight,Anne-Marie Newland,2016,ALL,22,amazon,Fitness,0,0,0,3.3957446808510636
as49,Yoga for Men's Health,Mark Knight,Anne-Marie Newland,2016,ALL,60,amazon,Fitness,0,0,0,3.5752032520325203
as50,Yoga for Breath Awareness,Mark Knight,Anne-Marie Newland,2016,ALL,6,amazon,Fitness,0,0,0,3.5317460317460316
as51,Yoga For Beginners,Mark Knight,Anne-Marie Newland,2016,ALL,54,amazon,Fitness,0,0,0,3.524678111587983
as52,Yoga for Abdominal Breathing,Mark Knight,Anne-Marie Newland,2019,ALL,5,amazon,Special Interest,0,0,0,3.490759753593429
as53,Yellowneck,R. John Hugh,"Lin McCarthy, Stephen Courtleigh, Berry Kroeger, Harold Gordon, Bill Mason",1955,18+,84,amazon,Action,0,0,0,3.638084632516704
as55,Yatra (Telugu),Mahi V Raghav,"Mammootty, Suhasini Maniratnam",2019,ALL,126,amazon,Drama,0,0,0,3.6176470588235294
as56,Yatra (Malayalam),Mahi V Raghav,"Mammootty, Suhasini Maniratnam",2019,ALL,125,amazon,Drama,0,0,0,3.557272727272727
as60,Xchange,Allan Moyle,"Stephen Baldwin, Pascale Bussières, Kim Coates, Kyle MacLachlan, Tom Rack",2001,R,109,amazon,Fantasy,0,0,0,3.4717348927875245
as61,X-Ray,Boaz Davidson,"Barbi Benton, Chip Lucia",1983,R,89,amazon,Suspense,0,0,0,3.5
as63,Wrangler: Anatomy of an Icon,Jeffrey Schwarz,"Jack Wrangler, Margaret Whiting, Marc Shaiman, Bruce Vilanch, Christine Ebersole, Michael Musto, Chi Chi La Rue, Sharon Mitchell, Jamie Gillis, Candida Royalle, Samantha Fox, Gloria Leonard",2008,18+,85,amazon,Documentary,0,0,0,3.5
as74,Words On Bathroom Walls,Thor Freudenthal,"Charlie Plummer, Taylor Russell, Andy Garcia, AnnaSophia Robb, Beth Grant, Devin Bostick, Lobo Sebastian, Molly Parker, Walton Goggins",2020,PG-13,111,amazon,Drama,0,0,0,3.5759493670886076
as80,Women of Valor,Buzz Kulik,"Susan Sarandon, Kristy McNichol, Terry O'Quinn",1986,16+,95,amazon,Action,0,0,0,3.61340206185567
as81,Woman Of Desire,Robert Ginty,"Jeff Fahey, Bo Derek",1994,R,99,amazon,Drama,0,0,0,3.5653061224489795
as82,Woke Up Like This,John Elbert Ferrer,"Vhong Navarro, Lovi Poe",2017,13+,104,amazon,Comedy,0,0,0,3.5052631578947366
as83,"Wizard of Loneliness, The",Jenny Bowen,"Lukas Haas, Lea Thompson",1988,PG-13,111,amazon,Drama,0,0,0,3.5282101167315174
as84,Within Our Gates,Oscar Micheaux,"Evelyn Preer, Flo Clements",1920,13+,78,amazon,Drama,0,0,0,3.5518358531317493
as89,Winterset,Alfred Santell,"Burgess Meredith, Eduordo Ciannelli",1936,NR/Sin clasificacion,77,amazon,Action,0,0,0,3.536964980544747
as90,Winds Of The Wasteland,Mack V. Wright,"John Wayne, Phyllis Fraser, Lew Kelly, Douglas Cosgrove, Lane Chandler, Sam Flint, Bob Kortman, Ed Cassidy, Jon Hall, Merrill McCormick, Christian J. Frank, Jack Rockwell, Arthur Millett, Tracy Layne, Yakima Canutt, Horace B. Carpenter, Herman Hack, Henry Hall, Lloyd Ingraham, Jack Ingram, Cliff Lyons, Murdock MacQuarrie, Clyde McClary, Bud McClure, Art Mix, George Morrell, Bud Pope, Francis Walker, Joe Yrigoyen",1936,13+,55,amazon,Western,0,1,0,3.4562363238512037
as91,Wind,Carroll Ballard,"Matthew Modine, Jennifer Grey, Cliff Robertson, Jack Thompson, Stellan Skarsgård, Rebecca Miller, Ned Vaughn, James Rebhorn, Ron Palillo",1992,PG-13,126,amazon,Action,0,1,0,3.5755693581780537
as93,William Tecumseh Sherman: Beyond the March to the Sea,Jonathan Chase Cook,Jonathan Chase Cook,2019,13+,115,amazon,Documentary,0,0,0,3.4454545454545453
as94,William Lee Martin: The Nutcracker - A Christmas Stand-up Comedy Spectacular,Brandon Jones,William Lee Martin,2019,16+,55,amazon,Arts,0,0,0,3.5542168674698793
as95,William Lee Martin: Standing in the Middle,Brandon Jones,William Lee Martin,2019,18+,58,amazon,Arts,0,0,0,3.6004016064257027
as96,William and Kate: Into the Future,Alan Scales,"Prince William, Kate Middleton",2011,ALL,49,amazon,Documentary,0,0,0,3.5355603448275863
as97,Wildlike,Frank Hall Green,"Bruce Greenwood, Ella Purnell, Brian Geraghty",2021,16+,104,amazon,Action,0,0,0,3.5465367965367967
as100,Wilder Napalm,Glenn Gordon Caron,"Debra Winger, Dennis Quaid, Arliss Howard, M. Emmet Walsh, Jim Varney",1993,PG-13,109,amazon,Comedy,0,0,0,3.609302325581395
as103,Wild Geese,Andrew V. McLaglen,"Richard Burton, Roger Moore, Richard Harris",2012,18+,135,amazon,Action,0,1,0,3.5795964125560538
as106,Why We Fight,Eugene Jarecki,"Gore Vidal, John McCain, Ken Adelman",2006,PG-13,99,amazon,Documentary,0,0,0,3.523421588594705
as108,Whoop!,Kreeti Gogia,Abish Mathew,2018,18+,64,amazon,Arts,0,0,0,3.5558882235528944
as110,Who Put The Klan Into Ku Klux Klan,Ian Lilley,Neil Oliver,2018,13+,59,amazon,Documentary,0,0,0,3.479296066252588
as114,White Tiger,Karen Shakhnazarov,"Aleksey Vertkov, Vitaliy Kishchenko, Valeriy Grishko",2021,16+,109,amazon,Action,0,0,0,3.502044989775051
as115,White Savior: Racism In The American Church,Aaron J. Christopher,Ashe Jaafaru,2019,16+,62,amazon,Documentary,0,0,0,3.520366598778004
as117,Whistle Stop,Leonide Moguy,"Ava Gardner, George Raft, Victor McLaglen, Tom Conway, Jorja Curtright",1946,13+,84,amazon,Drama,0,1,0,3.5725108225108224
as118,Where Love Found Me,David Bolt,"Kaitlin Cheung, Andrew Cheney, James Kyson, Brian Fong, Jennifer Klekas, Max Mendoza, Marcus Natividad, Ronnie Lazaro, Madeleine Nicolas",2018,PG-13,85,amazon,Action,0,0,0,3.493801652892562
as123,Where Hands Touch,Amma Asante,"Amandla Stenberg, George McKay, Abbie Cornish",2019,PG-13,122,amazon,Drama,0,0,0,3.4477611940298507
as124,When the Lights Go On Again,William K. Howard,"James Lydon, Barbara Belden, Regis Toomey, George Cleveland, Warren Mills, Jill Browning",1944,16+,103,amazon,Drama,0,0,0,3.40599173553719
as125,When in your reflection,Rocío de Prat Gay,"Clara de la Rúa, Victoria Isabella Villa, Marta Tricerri",2019,16+,9,amazon,Drama,0,0,0,3.5248015873015874
as126,When Did You Last See Your Father?,Anand Tucker,"Jim Broadbent, Colin Firth, Gina McKee",2008,PG-13,92,amazon,Arthouse,0,0,0,3.5441176470588234
as127,When a Woman Loves A Man,Jamall Rashaud McMillan,"J. Wells Jr., Tina Christine, Dani Coleman, Jeffrey Creightney, Kemuel Crossty",2019,13+,90,amazon,Drama,0,0,0,3.6479591836734695
as128,WHATEVER FATHER,Harold Trompetero,"Hassam, Carlos Ramírez, Bebsabe Duque",2018,ALL,102,amazon,Comedy,0,0,0,3.5
as133,What Price Crime,Albert Herman,"Charles Starrett, Noel Madison, Virginia Cherrill, Charles Delaney, Jack Mulhall, Nina Guilbert, Henry Roquemore",1935,18+,65,amazon,Suspense,0,0,0,3.4750519750519753
as134,What Comes Around,Jerry Reed,"Barry Corbin, Cherie Elledge-Grapes, Buck Ford, Leonard P. Geer, John C. Hill, Bo Hopkins, Arte Johnson, Jerry Reed",1985,13+,114,amazon,Action,0,0,0,3.46509009009009
as136,Western Gold,Howard Bretherton,"Smith Ballew, Heather Angel, LeRoy Mason, Howard P. Hickman, Ben Alexander",1937,18+,56,amazon,Military and War,0,0,0,3.541501976284585
as137,West of Nevada,Robert Hill,"Rex Bell, Joan Barclay",1936,NR/Sin clasificacion,59,amazon,Action,0,0,0,3.562098501070664
as140,Welcome to the Space Show (English Dub),Kôji Masunari,"Keiji Fujiwara, Michael Sinterniklaas",2011,13+,136,amazon,Animation,0,0,0,3.674193548387097
as142,Welcome To Kutsher's: The Last Catskills Resort,"Caroline Laskow, Ian Rosenberg","Freddie Roman, Mark Kutsher, Helen Kutsher, Larry Strickler, Celia Duffy, Krazy Tyrone",2015,13+,70,amazon,Documentary,1,0,0,3.492
as143,Wedding Cha Shinema,Saleel Kulkarni,"Shivraj Waichal, Rucha Inamdar, Mukta Barve, Purnima Ahire, Adesh Aware",2019,ALL,138,amazon,Comedy,0,0,0,3.567484662576687
as144,We'll Take Manhattan,John McKay,"Frances Barber, Aneurin Barnard, Fiona Button",2012,16+,89,amazon,Drama,0,0,0,3.533066132264529
as145,We Need to Talk About Kevin,Lynne Ramsay,"Tilda Swinton, John C. Reilly, Ezra Miller",2012,R,113,amazon,Drama,0,0,0,3.5613839285714284
as147,Watermelon Man,Melvin Van Peebles,"Godfrey Cambridge, Estelle Parsons, Howard Caine",1970,R,100,amazon,Comedy,0,0,0,3.550935550935551
as152,War of Likes,María Ripoll,"Ludwika Paleta, Regina Blandón, Manolo Cardona, Michelle Rodríguez, Loreto Peralta, Mauricio “Diablito” Barrientos, Catalina López, Patricia Bernal, Héctor Jiménez, Siouzanna Melikián, Paulette Hernández, Pamela Cortés, José Sefami, Pablo Cruz, Elsa Ortíz, Enrique Olvera, Miguel Bosé",2021,16+,104,amazon,Comedy,0,0,0,3.596774193548387
as153,War Comes to America,Frank Capra,"Dean Acheson, General Bergeret",1945,NR/Sin clasificacion,65,amazon,Documentary,0,0,0,3.5256147540983607
as154,War (Telugu),Siddharth Anand,"Hrithik Roshan, Tiger Shroff, Vaani Kapoor, Ashutosh Rana, Anupriya Goenka, Yash Raaj Singh, Mashhoor Amrohi, Sanjeev Vatsa, Soni Razdan, Dipannita Sharma, Arif Zakaria, Amit Gaur",2019,13+,152,amazon,Action,0,0,0,3.4786585365853657
as155,War (Tamil),Siddharth Anand,"Hrithik Roshan, Tiger Shroff, Vaani Kapoor, Ashutosh Rana, Anupriya Goenka, Yash Raaj Singh, Mashhoor Amrohi, Sanjeev Vatsa, Soni Razdan, Dipannita Sharma, Arif Zakaria, Amit Gaur",2019,13+,152,amazon,Action,0,0,0,3.4938398357289526
as156,Walter Williams: Suffer No Fools,Tony Machi,"Walter Williams, Thomas Sowell, Charles Murray, Shelby Steele, Larry Elder, Douglas H. Ginsburg, Jack Hirshleifer, Manny Klausner, Thomas C. Rustici, Willette Klausner, Steve Javie",2014,13+,55,amazon,Special Interest,0,0,0,3.5805439330543933
as160,Wallaby Jim of the Islands,Charles Lamont,"George Houston, Ruth Coleman, Douglas Walton, Wilhelm von Brincken, Mamo Clark, Colin Campbell, Syd Saydor",1937,13+,68,amazon,Action,0,0,0,3.5632780082987554
as161,Wall Street Cowboy,Joseph Kane,"Roy Rogers, George ""Gabby"" Hayes, Raymond Hatton, Ann Baldwin, Pierre Watkin, Craig Reynolds, Louisiana Lou, Ivan Miller, Reginald Barlow",1939,18+,57,amazon,Western,0,0,0,3.5455465587044532
as162,Walkaway Joe,Tom Wright,"Jeffrey Dean Morgan, David Strathairn, Julian Feder, Julie Ann Emery",2020,16+,89,amazon,Action,0,0,0,3.5483870967741935
as165,Waiting on Mary,Corey Horton,"Brian Shea, Emilee Dupre', Ned Averill-Snell, Bob Devin Jones, Bonnie Agan, Jim Wicker, Matt Lunsford",2016,18+,77,amazon,Comedy,0,0,0,3.472340425531915
as166,Waiting for You,Charles Garrad,"Colin Morgan, Fanny Ardant, Abdelkrim Bahloul, Clare Holman",2018,13+,92,amazon,Drama,0,0,0,3.59026369168357
as167,Waiting for Lightning,Jacob Rosenberg,"Danny Way, Tony Hawk, Rob Dyrdek, Travis Pastrana, Laird John Hamilton, Paul Rodriguez Jr.",2012,PG-13,96,amazon,Documentary,0,0,0,3.4841772151898733
as168,Waiting for Anya,Ben Cookson,"Noah Schnapp, Thomas Kretschmann, Frederick Schmidt, Anjelica Huston, Jean Reno",2020,13+,109,amazon,Action,0,0,0,3.466139954853273
as169,Wait For Your Laugh,Jason Wise,"Rose Marie, Carl Reiner, Dick Van Dyke, Dan Harmon",2018,13+,85,amazon,Arts,0,0,0,3.4989648033126293
as173,Voyage Into Space,Minoru Yamada,"Akio Ito, Kaneko Mitsundbu",1970,13+,98,amazon,Science Fiction,0,0,0,3.5437743190661477
as174,Vows of Deception,Bill Norton,"Cheryl Ladd, Nick Manusco, Nancy Cartwright, Vyto Ruginis, Mike Farrell, Cady Huffman",1996,PG-13,94,amazon,Drama,0,0,0,3.4980988593155895
as175,Volcano: Fire on the Mountain,Graeme Campbell,"Dan Cortese, Cynthia Gibb, Brian Kerwin",1997,16+,88,amazon,Action,0,0,0,3.559375
as176,Voice From the Stone,Eric D. Howell,"Emilia Clarke, Marton Csokas, Caterina Murino, Remo Girone",2017,R,90,amazon,Drama,0,0,0,3.5218295218295217
as179,Viswasam,Siva,"Ajith Kumar, Nayanthara",2019,13+,151,amazon,Action,0,0,0,3.5661157024793386
as180,Visit to a Chief's Son,Lamont Johnson,"Richard Mulligan, Johnny Sekka",1974,G,92,amazon,Drama,0,0,0,3.623456790123457
as181,Virus,Aashiq Abu,"Revathy, Kunchako Boban, Parvathy Thiruvoth",2019,ALL,149,amazon,Drama,0,0,0,3.6236897274633124
as182,Virginia,Dustin Lance Black,"Jennifer Connelly, Emma Roberts, Ed Harris, Carrie Preston",2012,R,111,amazon,Drama,0,0,0,3.479633401221996
as183,Violets Are Blue,Jack Fisk,"Sissy Spacek, Kevin Kline, Bonnie Bedelia",1986,PG-13,86,amazon,Drama,0,0,0,3.517857142857143
as185,Vinci Da,Srijit Mukherjee,"Rudranil Ghosh, Ritwick Chakraborty, Sohini Sarkar, Anirban Bhattacharya, Riddhi Sen",2019,16+,113,amazon,International,0,0,0,3.524703557312253
as190,Vicky Velingkar,Saurabh Varma,"Sonalee Kulkarni, Spruha Joshi, Sangram Samel, Kettan Singh, Gaurav More, Rama Joshi, Vinita karat, Juhi Pawar",2019,13+,125,amazon,International,0,0,0,3.6145631067961164
as193,Venky Mama,KS Ravindra(Bobby),"Venkatesh, Chaitanya, Payal Rajput, Raashi Khanna",2019,13+,141,amazon,Action,0,0,0,3.5289079229122056
as194,Vellai Pookal,Vivek Elangovan,"Vivek, Charlie, Dev, Pooja Devariya",2019,13+,121,amazon,International,0,0,0,3.5778947368421052
as197,Vehicle Songs by Little Baby Bum,Cannis Holder,"Grace Tamayo, Erin Webbs",2019,ALL,48,amazon,Kids,0,0,0,3.5178173719376393
as200,Valley Uprising,"Pete Mortimer, Nick Rosen",Peter Sarsgaard,2014,13+,99,amazon,Action,1,0,1,3.5405940594059406
as201,Valentine Road,Marta Cunningham,Dawn Boldrin,2013,16+,88,amazon,Documentary,0,0,0,3.4615384615384617
as203,V1 Murder Case (Telugu),Pavel Navageethan,"Ram Arun Castro, Vishnupriya Pillai, Gayathri Raja, Lijeesh, Mime Gopi",2021,13+,111,amazon,Action,0,0,0,3.6164241164241164
as204,V (Tamil),Mohana Krishna Indraganti,"Nani, Sudheer Babu, Nivetha Thomas, Aditi Rao Hydari",2020,16+,140,amazon,Action,0,0,0,3.53988326848249
as205,V (Malayalam),Mohana Krishna Indraganti,"Nani, Sudheer Babu, Nivetha Thomas, Aditi Rao Hydari",2020,16+,140,amazon,Action,0,0,0,3.477799227799228
as206,V (Kannada),Mohana Krishna Indraganti,"Nani, Sudheer Babu, Nivetha Thomas, Aditi Rao Hydari",2020,16+,140,amazon,Action,0,0,0,3.5549450549450547
as214,Up in Arms,Elliot Nugent,"Danny Kaye, Dana Andrews, Dinah Shore",1944,13+,106,amazon,Arts,0,0,0,3.551063829787234
as219,Underworld Scandal,William C. Thomas,"Hillary Brooke, Stanley Clements, Philip Reed, Darryl Hickman, Carl ""Alfalfa"" Schweitzer, Roland Dupree, Tommy Bond, John Phillips, Vince Barnett, Joe Allen Jr., Charles Arnt",1948,PG,60,amazon,Drama,0,0,0,3.5425764192139737
as220,Underwater Tunes with Little Baby Bum,Cannis Holder,"Grace Tamayo, Erin Webbs",2019,ALL,27,amazon,Kids,0,0,0,3.455456570155902
as221,Underplayed,Stacey Lee,"TokiMonsta, Alison Wonderland, Nervo, Rezz, Nightwave, Sherelle, Tygapaw",2021,13+,90,amazon,Documentary,0,0,0,3.552350427350427
as222,Underdogs,Doug Dearth,"D. B. Sweeney, Logan Huffman, Charlie Carver, Natalie Imbruglia",2013,PG,104,amazon,Sports,0,0,0,3.4774859287054407
as223,Under Western Stars,Joseph Kane,"Roy Rogers, Smiley Burnette, Carol Hughes, Maple City Four, Guy Usher, Tom Chatterton, Kenneth Harlan, Alden 'Stephen' Chase, Brandon Beach, Earl Dwire, Jean Fowler, Dora Clement, Dick Elliott, Burr Caruth, Slim Whitaker, Jack Rockwell, Frankie Marvin, Roy Bucko, Fred Burns, Bob Card, Tommy Coats, Tex Cooper, Art Dillard, Curley Dresden, Herman Hack, Henry Hall, Earle Hodgins, Jack Ingram, Art Janes, Jane Keckley, Jack Kirk, Merrill McCormick, Fritz Meissner, George Montgomery, Milburn Morante, George Morrell, Jack O'Shea, Pat Petterson, Al Rice, Duke Taylor, Trigger, Bill Wolfe",1938,13+,60,amazon,Western,0,0,0,3.591880341880342
as225,Under the Boardwalk: The Monopoly Story,Kevin Tostado,Zachary Levi,2011,G,88,amazon,Documentary,0,0,0,3.54627539503386
as226,Under Nevada Skies,Frank McDonald,"Roy Rogers, George ""Gabby"" Hayes, Dale Evans, Douglas Dumbrille, Leyland Hodgson, Tristram Coffin, Rudolph Anders, Iron Eyes Cody, Bob Noland and the Sons of the Pioneers",1946,13+,69,amazon,Western,0,0,0,3.4723926380368098
as228,Uncle Tom,Justin Malone,"Candace Owens, Larry Elder, Chad Jackson, Brandon Tatum, Rev. Jesse Lee Peterson",2020,18+,107,amazon,Documentary,0,0,0,3.4546413502109705
as229,Uncle Joe Shannon,Joseph C. Hanwright,"Doug McKeon, Burt Young",1978,13+,108,amazon,Drama,0,0,0,3.5238611713665944
as232,Uncaged,Dick Maas,"Sophie van Winden, Abbey Hoes, Mark Frost, Julian Looman",2020,18+,108,amazon,Horror,0,0,0,3.5105162523900573
as234,Ultimate Fight,Ernie Reyes Jr,"Corin Nemec, Ernie Reyes Jr., Daniella Evangelista",2004,R,91,amazon,Action,0,0,0,3.601063829787234
as235,Ujda Chaman (4K UHD),Abhishek Pathak,"Sunny Singh, Maanvi Gagroo, Karishma Sharma, Saurabh Shukla, Gagan Arora, Aishwarya Sakhuja",2019,NR/Sin clasificacion,115,amazon,Comedy,0,0,0,3.510593220338983
as236,UFOTV Presents: The Mystery of the Sphinx - New Scientific Evidence - Expanded Directors Cut,Bill Cote,JohnAnthonyWest.Dr.RobertM.Schoch,2016,ALL,93,amazon,Special Interest,0,0,0,3.536926147704591
as237,UFOTV Presents The Occult Extraterrestrial War - America's Secret Space Fleet,Jim Nichols,Jim Nichols,2017,ALL,38,amazon,Documentary,0,0,0,3.5940803382663846
as238,UFOTV Presents The Day Before Disclosure,Terje Toftenes,"Dr Edgar Mitchell, Dr. Steven Greer, MD, Richard Dolan, Robert Hastings, Stephen Bassett, Nick Pope, Jim Mars, Robert Dean, Peter Robins, Wendelle Stevens, Linda Moulton Howe, Stanton Friedman, Bud Hopkins, Dr. David Jacobs, Bruce Maccabee, Dr. Michael Salla, And Many More",2017,13+,104,amazon,Special Interest,0,0,0,3.577777777777778
as239,UFOTV Presence: I Know What I Saw,James Fox,Peter Coyote,2015,13+,92,amazon,Special Interest,0,0,0,3.5562632696390657
as240,UFOs - The Secret History,David Cherniack,"Michael D. Swords PhD., Jerome Clark, David Jacobs Ph.D., Thomas E. Bullard Ph.D., Budd Hopkins, Travis Walton, Maj. Robert Friend (USAF Rtd.), Bruce Maccabee Ph.D., J. Gordon Melton Ph.D., David Rudiak",2016,ALL,102,amazon,Special Interest,0,0,0,3.490625
as244,Two Weeks To Live,Malcolm St. Clair,"Lum And Abner, Chester Lauck, Norris Goff",1943,PG,157,amazon,Action,0,0,0,3.5977130977130978
as246,Twenty Bucks,Keva Rosenfeld,"Linda Hunt, Brendan Fraser, Elisabeth Shue, Steve Buscemi, Christopher Lloyd, William H. Macy, Jeremy Piven, David Schwimmer",1993,R,91,amazon,Arthouse,0,0,0,3.65625
as247,TV in Black: The First Fifty Years,Dante J. Pugliese,"Will Smith, Muhammad Ali, Desi Arnaz, Bernie Mac, Bill Cosby, John Amos, Jonelle Allen",2004,13+,91,amazon,Arts,0,0,0,3.5299586776859506
as250,Turning Tables,AUSTIN NWAOLIE,"BEN LUGO TOUITOU, UCHE NWAEFUNA, CHIOMA OKAFOR, CHAMBERLYNE OKORO, CHIME, CHINENYE ANIEMENA, IKE ONYEMA, VINCENT OKONKWO",2020,16+,118,amazon,Drama,0,0,0,3.5377551020408164
as253,Tuff Turf,"Bill Bixby, Charles Braverman, Jackie Cooper","James Spader, Robert Downey Jr., Kim Richards, Paul Mones",1985,R,112,amazon,Action,1,0,0,3.50752688172043
as255,Try Not To Laugh - Black Comics,Laugh Factory,"Clayton Thomas, Chloe Hilliard",2018,13+,15,amazon,Arts,0,0,0,3.408371040723982
as257,Trust,Angus Benfield,"Chelsea Bennett, Suzan Marie Ghaleb, Danny Elacci",2018,ALL,93,amazon,Drama,0,0,0,3.5267857142857144
as258,Truly Texas Mexican,Adán Medrano,Adán Medrano,2021,13+,87,amazon,Documentary,0,0,0,3.55632183908046
as259,True Colors,Herbert Ross,"Richard Widmark, Dina Merrill, Philip Bosco, Paul Guilfoyle, Steve Morley",1991,R,110,amazon,Drama,0,0,0,3.519916142557652
as262,Tropic Thunder,Ben Stiller,"Ben Stiller, Jack Black, Robert Downey",2008,R,107,amazon,Action,0,0,0,3.5484848484848484
as263,Trois 3: The Escort,Sylvain White,"Brian White, Patrice Fisher, Reagan Gomez-Preston",2004,R,95,amazon,Drama,0,0,0,3.581
as264,Triple Seat (4K UHD),Sanket Prakash Pavse,"Ankush Chaudhari, Shivani Surve, Pallavi Patil",2019,NR/Sin clasificacion,126,amazon,Comedy,0,0,0,3.5771739130434783
as269,Transpecos,Greg Kwedar,"Johnny Simmons, Gabriel Luna, Clifton Collins, Jr.",2016,16+,86,amazon,Action,0,0,0,3.4147121535181237
as271,Transmilitary,Gabriel Silverman,"Laila Ireland, Logan Ireland, Jennifer Peace, El Cook, Sue Fulton",2019,16+,93,amazon,Documentary,0,0,0,3.5354077253218885
as272,Transit,Antonio Negret,"James Caviezel, James Frain, Elisabeth Rohm, Harold Perrineau, Ryan Donowho",2012,R,88,amazon,Action,0,0,0,3.551255230125523
as274,Trading Paint,Karzan Kader,"John Travolta, Shania Twain, Toby Sebastian, Rosabell Laurenti Sellers, Michael Madsen, Kevin Dunn",2019,R,87,amazon,Action,0,0,0,3.5725806451612905
as275,Tracktown,"Jeremy Teicher, Alexi Pappas","Alexi Pappas, Chase Offerle, Rachel Dratch, Andy Buckley, Rebecca Friday, Sasha Spencer Atwood, Remy Teicher, Nick Symmonds",2017,18+,89,amazon,Comedy,1,0,0,3.56423982869379
as276,Traci Townsend,Craig Ross Jr,"Jazsmin Lewis, Richard T. Jones, Victor Williams, Mari Morrow, Aaron D. Spears, Marlon Young, Jay Acovone, Suzanne Whang, Amy Hunter, Caryn Ward",2007,16+,88,amazon,Comedy,0,0,0,3.546236559139785
as277,Toxification,"Rehmat Rayatt, Leva Kwestany","Darshan Singh Rudel, Inderjeet Singh Jaijee, Gurpartap Singh Pannu, Amarjit Singh, Balbir Singh, Dr Nicola Cannon, Ranbir Singh",2019,13+,65,amazon,Documentary,1,0,0,3.585215605749487
as280,Tough Guy: The Bob Probert Story,Geordie Day,"Bob Probert, Joe Kocur, Don Cherry, Tie Domi, Jeremy Roenick, Chris Chelios",2019,16+,93,amazon,Documentary,0,0,0,3.4776119402985075
as281,Touch Chesi Chudu,Vikram Sirikonda,"Ravi Teja, Raashi Khanna, Seerat Kapoor",2018,13+,142,amazon,Drama,0,0,0,3.5415800415800414
as284,Tortilla Soup,Maria Ripoll,"Héctor Elizondo, Jacqueline Obradors, Elizabeth Peña, Tamara Mello, Raquel Welch, Paul Rodriguez, Constance Marie",2002,PG-13,104,amazon,Comedy,0,0,0,3.55
as285,Tormented,Bert I. Gordon,"Richard Carlson, Susan Gordon",1960,NR/Sin clasificacion,75,amazon,Horror,0,0,0,3.509433962264151
as295,Too Late For Love,Edward Sloman,"Frank Morgan, Binnie Barnes, Robert Taylor, Lois Wilson, Alan Hale, Margaret Hamilton, Louise Latimer, Maurice Murphy, Helen Parrish, Dick Winslow, Elizabeth Young",1934,18+,84,amazon,Drama,0,1,0,3.5318930041152266
as296,Tone Bell: Can't Cancel This,Tone Bell,Tone Bell,2019,18+,71,amazon,Arts,0,0,0,3.5471491228070176
as297,Tomorrow When The War Began,Stuart Beattie,"Caitlin Stasey, Rachel Hurd-Wood, Lincoln Lewis, Phoebe Tonkin, Chris Pang, Ashleigh Cummings",2012,R,104,amazon,Action,0,0,0,3.498936170212766
